"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Trent Thornton","TOR","0","0","0","3","3","5.2","9.53","4.76","0.00",".625","61.1%","29.2%","0.0%","11.12","7.35","2.66","5.72","0.2","0","15","7","7","0","3","0","0","6","7","9","8",".500","3.18",".625","61.1%","0.78","33.3%","29.2%","37.5%","0.0%","0.0%","43.5%","12.2%","19.8%","13.7%","10.7%","","33.8%","73.3%","51.9%","66.7%","90.9%","82.4%","45.8%","9.2%","0","18.2%","9.1%","5.22","89.1","16.5","8.3%","104.5","41.7%","21.4%","17948"
"Franklyn Kilome","NYM","0","1","1","4","0","11.1","10.32","7.15","3.97",".300","58.8%","35.3%","33.3%","11.12","7.92","9.28","6.10","-0.3","0","14","14","14","5","9","1","1","13","12","15","7",".292","2.03",".300","58.8%","0.80","20.6%","35.3%","44.1%","6.7%","33.3%","53.7%","4.4%","","27.9%","","14.0%","26.7%","63.8%","41.9%","66.7%","75.0%","71.9%","41.0%","11.8%","0","22.4%","15.5%","5.22","89.7","16.9","17.1%","113.8","45.7%","28.8%","17861"
"Sean Newcomb","ATL","0","2","0","4","4","13.2","6.59","3.95","2.63",".340","51.3%","36.0%","20.0%","11.20","6.86","7.51","6.53","-0.2","0","20","17","17","4","6","3","1","10","18","20","12",".328","1.90",".340","51.3%","0.90","24.0%","36.0%","40.0%","15.0%","20.0%","54.0%","9.7%","","16.3%","20.0%","","24.6%","68.1%","41.0%","78.3%","85.7%","82.9%","37.7%","7.0%","0","14.3%","8.6%","5.63","87.3","15.0","9.8%","106.1","31.4%","23.7%","16943"
"Ariel Jurado","NYM","0","0","0","1","1","4.0","4.50","0.00","2.25",".444","52.6%","23.5%","16.7%","11.25","10.95","5.44","5.08","0.1","0","9","5","5","1","0","0","0","2","4","6","7",".429","2.25",".444","52.6%","0.67","41.2%","23.5%","35.3%","50.0%","16.7%","50.0%","31.0%","","3.6%","15.5%","","44.8%","57.7%","48.8%","69.2%","100.0%","80.5%","31.0%","9.5%","0","9.5%","0.0%","5.58","91.6","19.8","15.8%","105.8","52.6%","22.6%","17030"
"Bobby Wahl","MIL","0","1","0","3","0","2.1","3.86","0.00","7.71",".250","83.3%","11.1%","33.3%","11.57","15.42","13.48","7.29","-0.2","0","4","3","3","2","0","0","0","1","1","6","2",".364","1.71",".250","83.3%","0.17","22.2%","11.1%","66.7%","0.0%","33.3%","50.0%","18.4%","","31.6%","","","34.8%","60.0%","44.7%","50.0%","88.9%","70.6%","39.5%","13.2%","0","9.1%","0.0%","6.91","95.6","27.0","20.0%","105.5","50.0%","28.9%","14832"
"Joseph Palumbo","TEX","0","1","0","2","0","2.1","19.29","11.57","3.86",".400","65.2%","33.3%","50.0%","11.57","3.66","8.33","4.42","-0.1","0","3","3","3","1","3","0","0","5","2","2","2",".273","2.57",".400","65.2%","1.00","33.3%","33.3%","33.3%","0.0%","50.0%","57.6%","23.7%","","18.6%","","","22.6%","50.0%","35.6%","57.1%","64.3%","61.9%","47.5%","13.6%","0","35.7%","21.4%","4.72","85.0","12.7","0.0%","97.2","16.7%","39.0%","17035"
"Matt Harvey","KCR","0","3","0","7","4","11.2","7.71","3.86","4.63",".477","72.0%","42.0%","37.5%","11.57","10.62","9.45","5.41","-0.4","0","27","15","15","6","5","0","0","10","21","16","13",".450","2.74",".477","72.0%","1.31","26.0%","42.0%","32.0%","0.0%","37.5%","53.0%","22.7%","","14.6%","9.7%","","24.3%","64.0%","42.1%","66.7%","91.5%","83.7%","44.9%","6.9%","0","15.4%","7.7%","5.16","93.5","8.9","12.0%","112.2","54.0%","25.1%","11713"
"Wil Crowe","WSN","0","2","0","3","3","8.1","8.64","8.64","5.40",".375","62.5%","27.6%","35.7%","11.88","16.08","12.31","7.75","-0.5","0","14","13","11","5","8","1","0","8","8","14","7",".378","2.64",".375","62.5%","0.57","24.1%","27.6%","48.3%","7.1%","35.7%","57.2%","26.8%","","4.1%","11.9%","","23.5%","69.0%","37.1%","78.1%","87.5%","83.3%","29.9%","6.2%","0","17.4%","17.4%","6.64","90.1","23.1","20.7%","109.0","44.8%","18.6%","19800"
"Ronald Bolanos","KCR","0","2","0","2","2","3.2","4.91","7.36","4.91",".462","54.3%","53.3%","50.0%","12.27","15.70","12.46","7.48","-0.2","0","8","7","5","2","3","1","2","2","8","4","3",".471","3.00",".462","54.3%","2.00","20.0%","53.3%","26.7%","0.0%","50.0%","58.9%","27.4%","","11.0%","2.7%","","15.0%","78.8%","43.8%","83.3%","88.5%","87.5%","45.2%","5.5%","0","9.5%","14.3%","6.62","92.4","4.8","13.3%","106.6","40.0%","17.8%","20041"
"Chad Sobotka","ATL","0","0","0","4","0","3.2","4.91","4.91","0.00",".375","37.5%","18.8%","0.0%","12.27","8.80","3.74","7.42","0.0","0","6","5","5","0","2","0","2","2","3","7","6",".333","2.18",".375","37.5%","0.43","37.5%","18.8%","43.8%","0.0%","0.0%","55.0%","37.5%","7.5%","","","","24.4%","62.9%","41.3%","63.6%","100.0%","87.9%","43.8%","4.9%","0","10.0%","10.0%","6.47","95.0","22.6","18.8%","109.8","50.0%","23.5%","17470"
"Jose Mujica","COL","0","0","0","2","0","4.1","2.08","4.15","4.15",".444","54.3%","40.0%","33.3%","12.46","15.70","10.11","6.78","-0.2","0","10","7","6","2","2","0","0","1","8","6","6",".476","2.77",".444","54.3%","1.33","30.0%","40.0%","30.0%","0.0%","33.3%","58.7%","9.3%","","4.0%","28.0%","","27.0%","65.8%","46.7%","80.0%","92.0%","88.6%","50.7%","5.3%","0","4.3%","8.7%","6.48","91.9","13.0","5.0%","110.1","45.0%","25.3%","17821"
"Kirby Yates","SDP","0","1","2","6","0","4.1","16.62","8.31","2.08",".500","52.1%","38.5%","25.0%","12.46","5.27","5.27","4.05","0.0","0","7","6","6","1","4","0","2","8","5","4","4",".333","2.54",".500","52.1%","1.25","30.8%","38.5%","30.8%","0.0%","25.0%","64.4%","","","","","35.6%","25.9%","72.1%","45.5%","40.0%","67.7%","58.7%","42.6%","18.8%","1","32.0%","16.0%","4.18","86.2","14.9","7.7%","108.0","30.8%","35.6%","9073"
"Aaron Fletcher","SEA","0","0","0","6","0","4.1","14.54","14.54","2.08",".500","68.5%","46.2%","25.0%","12.46","8.27","9.19","7.97","-0.1","0","7","6","6","1","7","2","0","7","6","4","3",".350","3.23",".500","68.5%","1.50","23.1%","46.2%","30.8%","25.0%","25.0%","65.3%","21.5%","","","13.2%","","16.9%","63.2%","31.4%","64.3%","79.2%","73.7%","31.4%","8.3%","1","24.1%","24.1%","6.49","92.0","7.7","15.4%","108.4","46.2%","28.1%","22052"
"Robert Dugger","MIA","0","0","0","4","1","10.2","3.38","2.53","4.22",".364","47.1%","28.6%","19.2%","12.66","10.82","9.38","7.99","-0.3","0","21","16","15","5","3","0","1","4","14","26","9",".396","2.25",".364","47.1%","0.54","18.4%","28.6%","53.1%","7.7%","19.2%","53.8%","26.9%","","16.5%","2.8%","","25.0%","72.8%","45.8%","90.0%","89.6%","89.7%","43.4%","4.7%","0","7.1%","5.4%","6.55","93.1","22.2","18.4%","109.3","51.0%","22.2%","19191"
"Justin Shafer","MIA","0","0","0","5","0","5.2","7.94","6.35","3.18",".333","49.0%","0.0%","14.3%","12.71","13.27","8.66","8.84","-0.2","0","8","8","8","2","4","1","0","5","0","14","6",".320","2.12",".333","49.0%","0.00","30.0%","0.0%","70.0%","14.3%","14.3%","54.5%","37.5%","","8.0%","","","28.9%","72.2%","42.9%","63.6%","88.5%","77.1%","32.1%","9.8%","0","16.7%","13.3%","7.03","89.2","37.7","20.0%","112.9","40.0%","21.4%","16132"
"Erik Swanson","SEA","0","2","0","9","0","7.2","10.57","2.35","3.52",".381","27.8%","29.2%","30.0%","12.91","8.85","7.50","4.92","-0.3","1","11","12","11","3","2","2","1","9","7","10","7",".333","1.70",".381","27.8%","0.70","29.2%","29.2%","41.7%","0.0%","30.0%","74.5%","17.4%","","","8.1%","","28.0%","67.6%","47.7%","81.0%","72.0%","74.6%","49.7%","12.1%","1","24.3%","5.4%","3.75","93.5","15.7","16.7%","109.0","58.3%","30.2%","16587"
"Eric Lauer","MIL","0","2","0","4","2","11.0","9.82","7.36","1.64",".417","47.6%","21.1%","11.8%","13.09","7.83","6.37","6.99","-0.2","0","17","16","16","2","9","2","1","12","8","17","13",".340","2.36",".417","47.6%","0.47","34.2%","21.1%","44.7%","0.0%","11.8%","52.5%","16.4%","18.4%","8.2%","4.5%","","28.3%","68.2%","42.2%","62.2%","86.2%","75.7%","34.8%","10.2%","0","19.7%","14.8%","5.81","88.6","23.4","7.9%","113.8","34.2%","23.4%","19316"
"Seth Romero","WSN","0","0","0","3","0","2.2","16.87","10.12","3.37",".444","60.6%","44.4%","33.3%","13.50","4.51","7.69","4.99","-0.1","0","5","4","4","1","3","0","1","5","4","3","2",".333","3.00",".444","60.6%","1.33","22.2%","44.4%","33.3%","0.0%","33.3%","42.4%","37.9%","","","19.7%","","33.3%","74.1%","50.0%","46.2%","75.0%","63.6%","40.9%","18.2%","1","27.8%","16.7%","4.72","77.3","1.5","10.0%","107.3","20.0%","30.3%","21333"
"Paul Sewald","NYM","0","0","0","5","0","6.0","3.00","6.00","1.50",".407","51.3%","32.1%","12.5%","13.50","8.02","7.19","7.60","-0.1","0","12","9","9","1","4","1","0","2","9","8","11",".400","2.67",".407","51.3%","1.13","39.3%","32.1%","28.6%","0.0%","12.5%","59.7%","33.3%","","","7.0%","","28.4%","61.8%","42.6%","95.2%","82.4%","87.3%","42.6%","5.4%","0","5.7%","11.4%","6.78","85.4","16.4","3.6%","109.4","28.6%","19.4%","13892"
"Dereck Rodriguez","SFG","0","0","0","2","0","4.0","4.50","6.75","4.50",".471","68.6%","10.5%","18.2%","13.50","18.04","10.94","9.74","-0.2","0","10","6","6","2","3","0","0","2","2","11","6",".476","3.25",".471","68.6%","0.18","31.6%","10.5%","57.9%","9.1%","18.2%","54.3%","15.2%","","30.4%","","","26.0%","69.0%","45.7%","84.6%","96.6%","92.9%","45.7%","3.3%","0","8.3%","12.5%","7.78","90.0","23.0","15.8%","111.1","36.8%","21.7%","14509"
"Brett Eibner","MIA","0","0","0","3","0","3.1","10.80","10.80","5.40",".455","48.8%","23.1%","50.0%","13.50","17.29","12.19","6.71","-0.1","0","7","7","5","2","4","0","1","4","3","4","6",".412","3.30",".455","48.8%","0.75","46.2%","23.1%","30.8%","0.0%","50.0%","50.0%","","30.9%","19.1%","","","25.0%","78.6%","47.1%","80.0%","86.4%","84.4%","41.2%","7.4%","0","19.0%","19.0%","6.22","90.9","11.5","23.1%","109.6","46.2%","14.7%","11369"
"Brock Holt","WSN","0","0","0","2","0","1.1","0.00","0.00","6.75",".444","83.3%","30.0%","33.3%","13.50","18.48","12.94","7.53","0.0","0","5","2","2","1","0","0","0","0","3","3","4",".500","3.75",".444","83.3%","1.00","40.0%","30.0%","30.0%","33.3%","33.3%","96.8%","","","3.2%","","","37.5%","86.7%","61.3%","83.3%","100.0%","94.7%","48.4%","3.2%","0","0.0%","0.0%","6.39","94.2","21.9","10.0%","105.8","50.0%","16.1%","9345"
"Garrett Cleavinger","PHI","0","0","0","1","0","0.2","13.50","0.00","13.50",".500","100.0%","66.7%","100.0%","13.50","24.66","19.69","3.08","-0.1","0","2","1","1","1","0","0","0","1","2","1","0",".500","3.00",".500","100.0%","2.00","0.0%","66.7%","33.3%","0.0%","100.0%","50.0%","20.0%","","30.0%","","","66.7%","85.7%","80.0%","50.0%","50.0%","50.0%","70.0%","40.0%","0","25.0%","0.0%","2.53","100.6","8.5","33.3%","111.6","66.7%","50.0%","17897"
"Chase De Jong","HOU","0","1","0","3","2","7.1","11.05","4.91","2.45",".455","35.2%","26.1%","20.0%","14.73","7.63","6.33","5.41","0.0","0","12","12","12","2","4","1","0","9","6","10","7",".364","2.18",".455","35.2%","0.60","30.4%","26.1%","43.5%","10.0%","20.0%","46.9%","21.7%","","24.5%","7.0%","","31.5%","66.7%","44.8%","42.9%","94.4%","71.9%","37.8%","12.6%","0","23.7%","10.5%","4.75","90.3","18.6","8.3%","112.5","25.0%","30.1%","15036"
"Zac Grotz","SEA","0","0","0","5","0","7.1","4.91","13.50","4.91",".304","68.6%","40.7%","36.4%","14.73","13.51","15.33","11.13","-0.7","0","11","12","12","4","11","4","1","4","11","11","5",".355","3.00",".304","68.6%","1.00","18.5%","40.7%","40.7%","18.2%","36.4%","53.0%","20.3%","6.4%","","","20.3%","24.8%","53.4%","35.1%","68.8%","92.3%","81.7%","36.1%","6.4%","0","8.7%","23.9%","8.54","87.9","12.4","11.1%","111.9","44.4%","26.2%","18256"
"Chris Devenski","HOU","0","1","0","4","0","3.2","12.27","7.36","2.45",".500","46.5%","46.2%","33.3%","14.73","4.73","6.46","4.50","0.0","1","7","6","6","1","3","0","0","5","6","3","4",".389","2.73",".500","46.5%","2.00","30.8%","46.2%","23.1%","66.7%","33.3%","38.5%","16.5%","","2.2%","42.9%","","33.9%","62.5%","44.0%","60.0%","80.0%","70.0%","35.2%","13.2%","0","23.8%","14.3%","4.67","89.9","16.4","7.7%","107.3","46.2%","30.8%","12763"
"Brooks Kriske","NYY","0","0","0","4","0","3.2","19.64","17.18","2.45",".333","46.5%","28.6%","50.0%","14.73","6.32","8.10","5.61","-0.1","0","3","6","6","1","7","0","2","8","2","2","3",".200","2.73",".333","46.5%","1.00","42.9%","28.6%","28.6%","0.0%","50.0%","68.8%","7.3%","","","","23.9%","26.8%","71.1%","42.2%","52.6%","66.7%","60.9%","34.9%","16.5%","0","36.4%","31.8%","6.80","90.9","13.6","14.3%","111.9","42.9%","31.2%","21189"
"Nestor Cortes","SEA","0","1","0","5","1","7.2","9.39","7.04","7.04",".273","51.7%","37.0%","50.0%","15.26","8.64","14.41","7.25","-0.6","0","12","14","13","6","6","2","0","8","10","12","5",".333","2.35",".273","51.7%","0.83","18.5%","37.0%","44.4%","16.7%","50.0%","40.6%","40.0%","","13.9%","5.5%","","19.4%","65.7%","38.2%","68.4%","86.4%","81.0%","40.6%","7.3%","0","18.2%","13.6%","5.47","87.0","22.3","10.7%","105.2","35.7%","27.3%","17874"
"Kelvin Herrera","CHW","0","0","0","2","0","2.1","11.57","3.86","7.71",".200","0.0%","14.3%","66.7%","15.43","7.08","13.05","4.38","-0.1","0","3","4","4","2","1","0","0","3","1","3","3",".300","1.71",".200","0.0%","0.33","42.9%","14.3%","42.9%","33.3%","66.7%","67.6%","8.1%","2.7%","","21.6%","","28.0%","75.0%","43.2%","28.6%","88.9%","62.5%","32.4%","16.2%","0","27.3%","9.1%","3.99","91.6","28.6","14.3%","108.3","42.9%","29.7%","6033"
"Joe Mantiply","ARI","0","0","0","4","0","2.1","7.71","15.43","0.00",".333","42.9%","44.4%","0.0%","15.43","7.97","6.62","9.10","0.0","0","3","4","4","0","4","0","0","2","4","3","2",".273","3.00",".333","42.9%","1.33","22.2%","44.4%","33.3%","0.0%","0.0%","47.4%","45.6%","","","7.0%","","25.0%","60.0%","40.4%","50.0%","86.7%","73.9%","43.9%","10.5%","0","13.3%","26.7%","8.40","94.4","9.4","0.0%","106.1","55.6%","28.1%","14857"
"Kyle Hart","BOS","0","1","0","4","3","11.0","10.64","8.18","3.27",".500","45.8%","34.9%","25.0%","15.55","12.88","8.28","6.36","-0.2","0","24","21","19","4","10","0","0","13","15","16","12",".421","3.09",".500","45.8%","0.94","27.9%","34.9%","37.2%","12.5%","25.0%","41.5%","4.2%","31.2%","4.6%","18.5%","","24.8%","65.3%","39.6%","61.0%","82.3%","73.8%","36.5%","10.4%","0","19.4%","14.9%","5.77","90.6","18.5","13.6%","110.6","45.5%","28.1%","19646"
"Dillon Peters","LAA","0","0","0","1","1","1.2","10.80","0.00","10.80",".200","-500.0%","14.3%","40.0%","16.20","9.76","16.39","6.58","-0.1","0","3","4","3","2","0","0","0","2","1","5","1",".333","1.80",".200","-500.0%","0.20","14.3%","14.3%","71.4%","20.0%","40.0%","50.0%","11.1%","","11.1%","27.8%","","29.4%","78.9%","55.6%","80.0%","86.7%","85.0%","52.8%","8.3%","0","22.2%","0.0%","5.15","88.6","32.0","28.6%","106.4","42.9%","25.0%","18790"
"James Norwood","CHC","0","0","0","3","0","1.2","0.00","5.40","0.00",".500","40.0%","37.5%","0.0%","16.20","13.67","4.99","7.31","0.0","0","4","3","3","0","1","0","1","0","3","2","3",".500","3.00",".500","40.0%","1.50","37.5%","37.5%","25.0%","50.0%","0.0%","68.8%","6.3%","","","","25.0%","28.6%","81.8%","46.9%","100.0%","88.9%","93.3%","34.4%","3.1%","0","0.0%","11.1%","7.41","91.2","15.1","12.5%","104.4","50.0%","18.8%","16440"
"Mike Foltynewicz","ATL","0","1","0","1","1","3.1","8.10","10.80","8.10",".167","52.6%","44.4%","60.0%","16.20","9.18","16.69","7.88","-0.3","0","4","6","6","3","4","0","0","3","4","5","0",".333","2.40",".167","52.6%","0.80","0.0%","44.4%","55.6%","20.0%","60.0%","44.3%","28.6%","","14.3%","12.9%","","17.5%","70.0%","40.0%","85.7%","85.7%","85.7%","42.9%","5.7%","0","18.8%","25.0%","7.73","85.1","13.8","33.3%","108.5","33.3%","20.0%","10811"
"Antonio Santos","COL","0","1","0","3","1","6.0","6.00","6.00","1.50",".542","48.4%","36.0%","12.5%","16.50","18.48","7.02","7.43","-0.1","0","14","11","11","1","4","2","0","4","9","8","8",".483","3.00",".542","48.4%","1.13","32.0%","36.0%","32.0%","0.0%","12.5%","59.4%","23.3%","","1.5%","15.8%","","28.6%","67.9%","45.1%","86.4%","89.5%","88.3%","42.1%","5.3%","0","11.4%","11.4%","5.98","94.1","12.7","16.0%","112.3","48.0%","21.1%","20383"
"Seth Frankoff","SEA","0","0","0","2","0","2.2","0.00","6.75","0.00",".429","37.5%","28.6%","0.0%","16.87","3.30","5.44","11.23","0.0","0","6","5","5","0","2","0","0","0","4","8","2",".429","3.00",".429","37.5%","0.50","14.3%","28.6%","57.1%","0.0%","0.0%","32.4%","","26.5%","4.4%","36.8%","","30.0%","89.3%","54.4%","83.3%","92.0%","89.2%","41.2%","5.9%","0","0.0%","12.5%","8.61","81.2","25.4","0.0%","102.3","28.6%","11.8%","11346"
"James Pazos","COL","0","0","0","6","0","5.1","1.69","8.44","5.06",".350","46.3%","30.4%","33.3%","16.88","11.15","12.94","8.88","-0.2","0","10","10","10","3","5","0","0","1","7","9","7",".417","2.81",".350","46.3%","0.78","30.4%","30.4%","39.1%","0.0%","33.3%","68.7%","27.5%","","","3.8%","","22.7%","75.0%","45.0%","82.4%","92.9%","89.8%","42.7%","4.6%","0","3.4%","17.2%","8.20","91.6","17.6","8.7%","110.1","47.8%","17.6%","13323"
"Cole Irvin","PHI","0","1","0","3","0","3.2","9.82","2.45","2.45",".625","47.2%","41.2%","20.0%","17.18","7.54","5.37","4.46","0.0","0","11","7","7","1","1","0","0","4","7","5","5",".524","3.27",".625","47.2%","1.40","29.4%","41.2%","29.4%","0.0%","20.0%","52.4%","18.3%","","2.4%","26.8%","","28.3%","83.3%","52.4%","61.5%","96.7%","86.0%","43.9%","7.3%","0","18.2%","4.5%","4.14","90.4","17.2","5.9%","108.3","52.9%","18.3%","19244"
"Miguel Del Pozo","PIT","0","0","0","5","0","3.2","4.91","19.64","0.00",".467","53.3%","46.7%","0.0%","17.18","22.33","8.65","10.22","-0.2","2","7","7","7","0","8","0","1","2","7","3","5",".412","4.09",".467","53.3%","2.33","33.3%","46.7%","20.0%","0.0%","0.0%","54.5%","","","43.6%","1.8%","","23.5%","61.9%","38.2%","50.0%","88.5%","73.8%","38.2%","10.0%","0","8.0%","32.0%","10.27","97.9","1.2","26.7%","109.4","66.7%","26.4%","18792"
"Justin Grimm","MIL","0","0","0","4","0","4.2","11.57","7.71","7.71",".385","54.1%","17.6%","44.4%","17.36","7.04","14.33","6.91","-0.2","0","9","9","9","4","4","0","0","6","3","9","5",".391","2.79",".385","54.1%","0.33","29.4%","17.6%","52.9%","11.1%","44.4%","38.1%","23.0%","","38.9%","","","26.0%","55.0%","36.3%","52.6%","95.5%","75.6%","35.4%","8.8%","0","22.2%","14.8%","5.45","90.9","28.9","17.6%","105.8","47.1%","29.2%","11720"
"Jose De Leon","CIN","0","0","0","5","0","6.0","15.00","16.50","1.50",".385","32.1%","42.9%","25.0%","18.00","7.13","7.52","6.64","-0.1","0","6","12","12","1","11","0","0","10","6","4","4",".250","2.83",".385","32.1%","1.50","28.6%","42.9%","28.6%","25.0%","25.0%","69.3%","8.6%","","","22.1%","","23.3%","64.0%","37.9%","66.7%","62.5%","64.2%","35.7%","13.6%","0","28.6%","31.4%","7.58","86.0","13.0","7.1%","113.3","14.3%","31.4%","15463"
"Bryan Shaw","SEA","1","0","0","6","0","6.0","6.00","9.00","1.50",".462","43.0%","55.6%","14.3%","18.00","8.12","7.52","7.61","-0.2","1","13","12","12","1","6","1","0","4","15","7","5",".419","3.17",".462","43.0%","2.14","18.5%","55.6%","25.9%","0.0%","14.3%","","17.0%","62.1%","16.3%","4.6%","","22.2%","70.4%","39.2%","63.6%","94.7%","83.3%","35.3%","6.5%","0","10.5%","15.8%","6.35","90.2","4.7","7.4%","111.7","40.7%","22.9%","8110"
"Orlando Arcia","MIL","0","0","0","2","0","2.0","0.00","4.50","4.50",".333","27.8%","30.0%","20.0%","18.00","11.01","11.19","9.51","-0.1","0","4","4","4","1","1","0","0","0","3","5","2",".400","2.50",".333","27.8%","0.60","20.0%","30.0%","50.0%","0.0%","20.0%","100.0%","","","","","","35.0%","70.0%","46.7%","100.0%","100.0%","100.0%","33.3%","0.0%","0","0.0%","9.1%","7.89","90.7","20.6","10.0%","103.3","40.0%","23.3%","13185"
"Tim Lopes","SEA","0","0","0","1","0","1.0","0.00","9.00","0.00",".400","33.3%","60.0%","0.0%","18.00","6.20","6.19","10.05","0.0","0","2","2","2","0","1","0","0","0","3","2","0",".400","3.00",".400","33.3%","1.50","0.0%","60.0%","40.0%","0.0%","0.0%","100.0%","","","","","","57.1%","40.0%","50.0%","100.0%","100.0%","100.0%","41.7%","0.0%","0","0.0%","16.7%","8.14","89.0","15.0","0.0%","99.2","20.0%","16.7%","14137"
"Dillon Maples","CHC","0","0","0","2","0","1.0","9.00","36.00","0.00",".250","40.0%","25.0%","0.0%","18.00","11.70","13.19","15.12","0.0","0","1","3","2","0","4","0","0","1","1","1","2",".200","5.00",".250","40.0%","1.00","50.0%","25.0%","25.0%","0.0%","0.0%","37.5%","40.0%","","22.5%","","","16.1%","55.6%","25.0%","0.0%","80.0%","40.0%","22.5%","15.0%","0","11.1%","44.4%","13.42","90.6","13.5","25.0%","105.0","25.0%","30.0%","14672"
"Silvino Bracho","ARI","0","0","0","1","0","1.0","9.00","0.00","9.00",".333","0.0%","25.0%","100.0%","18.00","54.08","14.19","3.12","-0.1","0","2","2","2","1","0","0","0","1","1","1","2",".400","2.00",".333","0.0%","1.00","50.0%","25.0%","25.0%","0.0%","100.0%","42.9%","9.5%","","","47.6%","","35.7%","57.1%","42.9%","80.0%","100.0%","88.9%","33.3%","4.8%","0","20.0%","0.0%","3.66","85.7","14.3","25.0%","104.8","25.0%","19.0%","15051"
"Brad Wieck","CHC","0","0","0","1","0","1.0","18.00","9.00","9.00",".000","0.0%","0.0%","50.0%","18.00","16.47","15.19","6.05","-0.1","0","1","2","2","1","1","0","0","2","0","2","0",".250","2.00",".000","0.0%","0.00","0.0%","0.0%","100.0%","0.0%","50.0%","70.0%","","","30.0%","","","14.3%","66.7%","30.0%","50.0%","100.0%","83.3%","30.0%","5.0%","0","40.0%","20.0%","4.59","91.8","47.5","50.0%","109.6","50.0%","30.0%","16390"
"Jorge Guzman","MIA","0","0","0","1","0","1.0","0.00","9.00","18.00",".000","100.0%","20.0%","100.0%","18.00","160.72","35.19","13.05","-0.3","0","2","2","2","2","1","1","0","0","1","2","2",".400","3.00",".000","100.0%","0.50","40.0%","20.0%","40.0%","0.0%","100.0%","63.2%","5.3%","","","31.6%","","9.1%","62.5%","31.6%","100.0%","100.0%","100.0%","42.1%","0.0%","0","0.0%","14.3%","8.48","95.5","16.5","40.0%","104.4","60.0%","21.1%","17505"
"Junior Fernandez","STL","0","0","0","3","0","3.0","6.00","6.00","3.00",".455","30.3%","33.3%","25.0%","18.00","12.20","8.19","6.43","-0.1","0","6","6","6","1","2","0","0","2","4","4","4",".429","2.67",".455","30.3%","1.00","33.3%","33.3%","33.3%","25.0%","25.0%","55.7%","13.1%","","","31.1%","","22.9%","65.4%","41.0%","50.0%","94.1%","80.0%","42.6%","8.2%","0","12.5%","12.5%","6.01","90.8","16.2","16.7%","105.2","58.3%","26.2%","18496"
