"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Tim Hill","SDP","3","0","0","23","0","18.0","10.00","3.00","1.50",".292","76.9%","52.9%","21.4%","4.50","3.84","4.47","3.80","0.0","0","17","9","9","3","6","2","1","20","27","14","10",".239","1.28",".292","76.9%","1.93","19.6%","52.9%","27.5%","0.0%","21.4%","89.9%","10.1%","","","","","34.9%","64.0%","46.6%","75.3%","83.1%","79.6%","39.9%","9.5%","5","25.3%","7.6%","3.54","85.1","0.5","5.9%","107.1","33.3%","28.2%","16814"
"John Means","BAL","2","4","0","10","10","43.2","8.66","1.44","2.47",".216","82.8%","43.9%","21.8%","4.53","3.04","5.60","4.45","0.3","0","36","22","22","12","7","4","2","42","54","55","14",".218","0.98",".216","82.8%","0.98","11.4%","43.9%","44.7%","12.7%","21.8%","52.3%","10.3%","","12.6%","24.7%","","34.4%","73.4%","50.7%","68.5%","79.9%","75.4%","41.9%","12.5%","0","23.9%","4.0%","3.93","88.2","17.0","8.1%","117.0","37.4%","27.2%","16269"
"Keegan Akin","BAL","1","2","0","8","6","25.2","12.27","3.51","1.05",".358","62.1%","34.8%","10.7%","4.56","4.42","3.27","3.85","0.8","0","27","17","13","3","10","1","0","35","24","28","17",".257","1.44",".358","62.1%","0.86","24.6%","34.8%","40.6%","10.7%","10.7%","62.0%","10.0%","","10.6%","17.4%","","27.2%","74.0%","49.2%","51.4%","81.0%","72.4%","47.0%","13.6%","0","30.2%","8.6%","3.71","91.4","17.9","8.6%","109.7","50.0%","28.8%","19362"
"Phil Maton","CLE","3","3","0","23","0","21.2","13.29","2.49","0.42",".415","60.1%","44.4%","6.3%","4.57","2.68","2.22","3.05","0.7","1","23","14","11","1","6","4","1","32","24","16","14",".267","1.34",".415","60.1%","1.50","25.9%","44.4%","29.6%","6.3%","6.3%","48.0%","31.7%","","20.3%","","","34.6%","67.3%","48.8%","51.4%","73.9%","64.9%","43.5%","17.2%","4","33.3%","6.3%","2.73","82.7","13.2","1.9%","106.6","27.8%","34.3%","18064"
"Hector Neris","PHI","2","2","5","24","0","21.2","11.22","5.40","0.00",".381","59.5%","41.9%","0.0%","4.57","3.87","2.50","4.10","0.7","3","24","15","11","0","13","0","3","27","26","18","18",".267","1.71",".381","59.5%","1.44","29.0%","41.9%","29.0%","5.6%","0.0%","51.9%","","","","","48.1%","33.9%","66.2%","46.1%","44.0%","76.0%","61.4%","37.8%","17.8%","4","26.2%","12.6%","4.26","89.3","13.9","6.3%","107.7","39.7%","33.6%","11804"
"Nick Margevicius","SEA","2","3","0","10","7","41.1","7.84","3.05","1.31",".281","71.1%","37.3%","12.2%","4.57","4.33","4.35","4.75","0.6","1","38","21","21","6","14","0","2","36","44","49","25",".244","1.26",".281","71.1%","0.90","21.2%","37.3%","41.5%","14.3%","12.2%","64.1%","15.9%","","11.5%","","8.5%","27.4%","65.8%","43.9%","70.8%","88.5%","82.2%","43.0%","7.8%","0","21.2%","8.2%","4.68","89.2","18.7","8.3%","113.1","39.2%","27.4%","20395"
"Mike Fiers","OAK","6","3","0","11","11","59.0","5.64","2.44","1.37",".293","74.6%","35.0%","10.6%","4.58","4.83","4.94","5.73","0.6","0","65","31","30","9","16","4","1","37","69","85","43",".274","1.37",".293","74.6%","0.81","21.8%","35.0%","43.1%","21.2%","10.6%","45.1%","","26.9%","12.2%","","15.8%","23.8%","69.8%","44.4%","80.8%","88.5%","86.2%","44.9%","6.1%","0","14.4%","6.2%","5.41","88.6","20.3","7.5%","108.4","33.5%","24.1%","7754"
"Seth Elledge","STL","1","0","0","12","0","11.2","10.80","6.17","1.54",".333","81.4%","39.3%","16.7%","4.63","5.55","5.33","5.09","-0.1","0","11","6","6","2","8","1","2","14","11","12","5",".256","1.63",".333","81.4%","0.92","17.9%","39.3%","42.9%","8.3%","16.7%","64.9%","","","35.1%","","","23.8%","58.0%","36.8%","47.1%","94.1%","75.3%","38.1%","9.1%","0","26.9%","15.4%","4.65","92.0","16.0","10.3%","113.1","44.8%","28.6%","19766"
"Adrian Morejon","SDP","2","2","0","9","4","19.1","11.64","1.86","3.26",".302","91.5%","46.0%","38.9%","4.66","5.63","5.93","3.02","-0.1","0","20","11","10","7","4","0","0","25","23","18","9",".267","1.24",".302","91.5%","1.28","18.0%","46.0%","36.0%","0.0%","38.9%","56.2%","11.8%","","14.6%","","17.4%","37.2%","61.1%","46.9%","66.2%","77.5%","72.2%","40.7%","13.0%","0","31.6%","5.1%","2.96","86.7","9.1","12.0%","110.3","36.0%","32.0%","20039"
"Patrick Corbin","WSN","2","7","0","11","11","65.2","8.22","2.47","1.37",".362","76.4%","43.7%","15.2%","4.66","5.13","4.17","4.12","1.2","0","85","35","34","10","18","0","1","60","94","66","55",".307","1.57",".362","76.4%","1.42","25.6%","43.7%","30.7%","10.6%","15.2%","52.1%","40.2%","","2.1%","5.7%","","37.8%","68.6%","50.1%","65.7%","89.4%","78.7%","40.0%","10.7%","0","20.3%","6.1%","4.42","90.7","11.9","6.5%","114.8","44.2%","25.0%","9323"
"Sean Poppen","MIN","0","0","0","6","0","7.2","11.74","4.70","0.00",".429","69.2%","52.4%","0.0%","4.70","3.13","2.15","3.66","0.2","0","9","4","4","0","4","0","3","10","11","6","4",".290","1.70",".429","69.2%","1.83","19.0%","52.4%","28.6%","0.0%","0.0%","48.4%","45.1%","","","6.5%","","27.4%","67.2%","42.5%","50.0%","82.1%","69.2%","37.9%","13.1%","1","28.6%","11.4%","3.75","89.3","9.5","0.0%","104.4","33.3%","28.8%","19583"
"Matt Shoemaker","TOR","0","1","0","6","6","28.2","8.16","2.83","2.51",".194","75.8%","48.1%","29.6%","4.71","5.06","5.95","4.14","-0.1","0","22","16","15","8","9","0","0","26","38","27","14",".208","1.08",".194","75.8%","1.41","17.7%","48.1%","34.2%","11.1%","29.6%","44.2%","17.7%","","5.6%","","32.5%","28.9%","71.5%","48.0%","60.6%","81.1%","74.3%","44.8%","12.3%","0","22.6%","7.8%","4.35","87.7","7.2","10.0%","108.0","38.8%","28.3%","4776"
"Robert Stock","BOS","0","1","0","10","0","13.1","9.45","6.75","0.00",".421","65.4%","54.1%","0.0%","4.73","4.73","3.34","4.64","0.2","0","16","9","7","0","10","0","3","14","20","9","8",".308","1.95",".421","65.4%","2.22","21.6%","54.1%","24.3%","22.2%","0.0%","64.0%","22.9%","","","13.0%","","22.7%","71.7%","41.9%","57.1%","84.5%","75.5%","39.1%","10.3%","0","22.6%","16.1%","5.04","92.4","6.9","5.3%","108.6","44.7%","24.1%","6576"
"Chris Paddack","SDP","4","5","0","12","12","59.0","8.85","1.83","2.14",".289","75.4%","47.1%","25.0%","4.73","5.16","5.02","3.77","0.4","0","60","33","31","14","12","2","0","58","80","56","34",".260","1.22",".289","75.4%","1.43","20.0%","47.1%","32.9%","5.4%","25.0%","58.0%","","3.5%","7.4%","31.0%","","28.6%","71.0%","47.6%","63.8%","83.0%","76.6%","44.8%","11.1%","0","23.7%","4.9%","3.91","90.9","9.3","11.0%","111.9","47.4%","28.7%","20099"
"Charlie Morton","TBR","2","2","0","9","9","38.0","9.95","2.37","0.95",".355","70.0%","41.6%","10.5%","4.74","3.93","3.45","4.01","0.9","0","43","21","20","4","10","4","1","42","47","38","28",".276","1.39",".355","70.0%","1.24","24.8%","41.6%","33.6%","10.5%","10.5%","56.4%","","8.8%","32.7%","2.1%","","34.1%","71.1%","51.5%","57.1%","86.9%","76.5%","47.1%","12.1%","0","24.7%","5.9%","3.97","89.4","11.7","7.9%","109.8","35.1%","27.6%","4676"
"Aaron Civale","CLE","4","6","0","12","12","74.0","8.39","1.95","1.34",".333","72.4%","44.2%","15.7%","4.74","4.45","4.03","3.92","1.2","0","82","39","39","11","16","3","0","69","99","70","55",".280","1.32",".333","72.4%","1.41","24.6%","44.2%","31.3%","2.9%","15.7%","31.4%","9.4%","28.9%","21.1%","9.2%","","32.4%","64.0%","45.4%","64.6%","86.4%","77.2%","41.1%","10.3%","0","22.1%","5.1%","4.11","87.1","10.4","6.7%","108.6","33.5%","29.8%","19479"
"Josh Tomlin","ATL","2","2","0","17","5","39.2","8.17","1.82","1.36",".304","66.5%","38.5%","12.5%","4.76","4.54","4.02","4.39","0.4","0","40","22","21","6","8","1","1","36","45","48","24",".260","1.21",".304","66.5%","0.94","20.5%","38.5%","41.0%","10.4%","12.5%","19.5%","","50.8%","26.1%","3.7%","","34.0%","69.9%","49.4%","67.0%","86.6%","78.9%","42.8%","10.4%","1","22.1%","4.9%","4.07","88.9","17.0","11.9%","111.1","36.4%","27.7%","9388"
"Nick Nelson","NYY","1","0","0","11","0","20.2","7.84","4.79","1.74",".281","70.9%","55.7%","26.7%","4.79","6.04","5.56","4.45","-0.2","0","20","13","11","4","11","0","0","18","34","15","12",".253","1.50",".281","70.9%","2.27","19.7%","55.7%","24.6%","0.0%","26.7%","57.2%","11.8%","","6.4%","24.6%","","32.2%","73.9%","47.6%","61.8%","82.4%","73.6%","36.9%","12.6%","0","20.0%","12.2%","4.62","88.0","4.6","9.8%","109.3","32.8%","26.5%","20153"
"Chris Mazza","BOS","1","2","0","9","6","30.0","8.70","4.50","0.90",".356","70.5%","33.3%","8.8%","4.80","6.12","4.26","5.14","0.4","0","34","18","16","3","15","2","4","29","30","34","26",".286","1.63",".356","70.5%","0.88","28.9%","33.3%","37.8%","2.9%","8.8%","38.9%","27.9%","30.0%","","3.2%","","32.9%","68.8%","47.7%","52.9%","86.8%","73.0%","41.2%","12.8%","0","21.3%","11.0%","4.97","86.4","17.0","5.6%","112.9","31.1%","26.8%","14151"
"Dean Kremer","BAL","1","1","0","4","4","18.2","10.61","5.79","0.00",".306","63.0%","30.6%","0.0%","4.82","4.80","2.76","5.14","0.7","0","15","10","10","0","12","0","0","22","15","23","11",".211","1.45",".306","63.0%","0.65","22.4%","30.6%","46.9%","4.3%","0.0%","51.2%","","19.1%","27.2%","2.6%","","22.9%","66.5%","42.8%","60.5%","83.8%","77.0%","45.7%","9.8%","0","26.5%","14.5%","4.98","90.8","14.5","8.2%","105.6","46.9%","26.0%","19350"
"Gio Gonzalez","CHW","1","2","0","12","4","31.2","9.66","5.40","1.71",".370","79.8%","42.3%","20.7%","4.83","5.55","5.50","4.80","0.0","0","40","19","17","6","19","2","2","34","41","29","27",".303","1.86",".370","79.8%","1.41","27.8%","42.3%","29.9%","6.9%","20.7%","47.1%","","1.3%","19.1%","32.5%","","29.4%","60.0%","39.3%","53.7%","85.8%","69.5%","32.4%","12.0%","0","22.2%","12.4%","4.87","86.3","10.9","7.1%","112.5","32.7%","30.3%","7448"
"Wes Benjamin","TEX","2","1","0","8","1","22.1","8.46","2.82","1.61",".303","74.8%","35.3%","13.3%","4.84","3.82","4.58","4.84","0.1","0","24","12","12","4","7","0","0","21","24","30","14",".264","1.39",".303","74.8%","0.80","20.6%","35.3%","44.1%","10.0%","13.3%","50.1%","23.1%","","14.4%","12.3%","","32.1%","72.1%","49.1%","58.3%","84.9%","74.9%","42.4%","12.3%","0","21.4%","7.1%","4.33","90.6","16.6","7.1%","105.8","44.3%","28.5%","19243"
"Jared Hughes","NYM","1","2","0","18","0","22.1","8.46","5.64","1.21",".303","66.1%","56.5%","15.8%","4.84","4.61","5.61","5.50","-0.1","0","23","17","12","3","14","5","0","21","39","19","11",".256","1.66",".303","66.1%","2.05","15.9%","56.5%","27.5%","26.3%","15.8%","59.4%","26.8%","","","13.9%","","37.4%","61.7%","45.3%","60.6%","81.7%","69.9%","32.4%","13.6%","2","19.3%","12.8%","4.87","84.6","2.4","7.2%","113.3","31.9%","27.7%","9325"
"Corey Oswalt","NYM","0","0","0","4","1","13.0","7.62","1.38","2.08",".289","78.1%","36.6%","14.3%","4.85","5.96","5.19","5.31","0.0","0","14","7","7","3","2","1","0","11","15","21","5",".269","1.23",".289","78.1%","0.71","12.2%","36.6%","51.2%","0.0%","14.3%","53.4%","","28.3%","1.8%","16.6%","","30.5%","70.7%","45.3%","55.8%","86.2%","73.3%","36.8%","12.1%","0","20.0%","3.6%","4.27","91.1","18.8","17.1%","111.0","48.8%","28.7%","13677"
"Adam Plutko","CLE","2","2","1","10","4","27.2","4.88","2.28","1.63",".284","74.2%","23.9%","11.9%","4.88","5.00","5.32","5.90","0.1","0","30","15","15","5","7","1","0","15","22","42","28",".278","1.34",".284","74.2%","0.52","30.4%","23.9%","45.7%","21.4%","11.9%","50.2%","3.4%","29.6%","12.3%","4.5%","","34.3%","77.6%","52.9%","73.6%","83.9%","80.1%","43.0%","10.5%","0","12.9%","6.0%","5.71","88.7","22.4","7.5%","113.6","33.3%","23.8%","15846"
"Carlos Hernandez","KCR","0","1","0","5","3","14.2","7.98","3.68","2.45",".349","83.3%","38.3%","23.5%","4.91","7.35","6.40","5.09","-0.2","0","19","9","8","4","6","1","0","13","18","17","12",".317","1.70",".349","83.3%","1.06","25.5%","38.3%","36.2%","11.8%","23.5%","51.4%","5.9%","","27.5%","15.3%","","28.2%","71.7%","46.3%","52.4%","89.5%","76.3%","41.6%","11.0%","0","19.4%","9.0%","4.82","91.6","15.3","12.8%","112.8","46.8%","25.9%","22713"
"Jack Flaherty","STL","4","3","0","9","9","40.1","10.93","3.57","1.34",".281","68.8%","42.6%","23.1%","4.91","5.03","4.11","3.42","0.6","0","33","22","22","6","16","3","1","49","43","26","32",".219","1.21",".281","68.8%","1.65","31.7%","42.6%","25.7%","7.7%","23.1%","55.8%","28.7%","","13.6%","1.9%","","29.0%","67.8%","44.8%","43.5%","83.3%","68.0%","40.6%","14.3%","0","28.8%","9.4%","3.89","87.7","9.3","6.9%","110.4","31.4%","32.3%","17479"
"Kyle McGowin","WSN","1","0","1","9","0","11.0","13.09","4.09","1.64",".292","71.4%","34.6%","16.7%","4.91","2.84","4.01","3.75","0.1","0","9","6","6","2","5","0","1","16","9","12","5",".214","1.27",".292","71.4%","0.75","19.2%","34.6%","46.2%","8.3%","16.7%","28.1%","71.4%","","","0.5%","","36.1%","67.5%","48.2%","38.6%","84.6%","63.5%","38.7%","17.6%","1","34.0%","10.6%","3.25","85.2","16.7","7.7%","103.1","26.9%","33.2%","15071"
"Cameron Hill","CLE","2","0","1","18","0","18.1","7.85","2.45","1.96",".156","56.5%","38.8%","16.7%","4.91","4.36","5.43","5.12","-0.1","0","11","11","10","4","5","2","0","16","19","24","6",".169","0.87",".156","56.5%","0.79","12.2%","38.8%","49.0%","0.0%","16.7%","48.5%","35.7%","","15.8%","","","32.1%","62.6%","45.0%","55.6%","83.1%","71.8%","42.3%","12.7%","2","22.2%","6.9%","4.14","87.8","18.7","10.2%","108.4","44.9%","31.6%","16840"
"JT Brubaker","PIT","1","3","0","11","9","47.1","9.13","3.23","1.14",".321","68.8%","46.7%","14.3%","4.94","4.42","4.08","4.14","0.7","0","48","27","26","6","17","3","4","48","63","42","30",".259","1.37",".321","68.8%","1.50","22.2%","46.7%","31.1%","7.1%","14.3%","49.4%","32.5%","","13.7%","4.4%","","33.9%","62.4%","45.1%","59.6%","87.8%","74.9%","39.1%","11.3%","1","23.4%","8.3%","4.28","87.1","11.2","8.0%","114.0","32.8%","28.5%","17578"
"Brooks Raley","- - -","0","1","1","21","0","20.0","12.15","2.70","1.35",".227","58.5%","39.1%","17.6%","4.95","3.11","3.94","3.63","0.3","0","13","12","11","3","6","4","0","27","18","17","11",".176","0.95",".227","58.5%","1.06","23.9%","39.1%","37.0%","23.5%","17.6%","23.2%","19.0%","44.3%","9.8%","3.6%","","34.9%","69.4%","49.7%","61.2%","82.0%","73.7%","42.9%","13.1%","6","32.1%","7.1%","3.00","81.8","16.1","8.5%","109.7","21.3%","28.9%","10061"
"Danny Duffy","KCR","4","4","0","12","11","56.1","9.11","3.51","1.60",".285","69.8%","31.9%","13.7%","4.95","4.70","4.75","4.94","0.6","0","53","33","31","10","22","2","3","57","51","73","36",".243","1.33",".285","69.8%","0.70","22.5%","31.9%","45.6%","11.0%","13.7%","53.4%","17.2%","","14.1%","15.3%","","31.3%","67.0%","46.3%","53.2%","91.4%","76.4%","42.1%","10.9%","1","23.6%","9.1%","4.62","88.7","19.6","7.5%","112.9","36.0%","27.6%","3542"
"Daniel Ponce de Leon","STL","1","3","0","9","8","32.2","12.40","5.51","2.20",".221","79.9%","28.0%","19.5%","4.96","4.93","5.64","4.88","0.0","0","23","18","18","8","20","2","0","45","21","41","13",".190","1.32",".221","79.9%","0.51","17.3%","28.0%","54.7%","4.9%","19.5%","61.1%","","13.3%","21.7%","3.9%","","28.8%","72.0%","46.3%","62.2%","77.1%","71.6%","40.4%","13.2%","0","31.5%","14.0%","4.40","88.6","21.4","9.2%","108.8","40.8%","27.9%","16110"
"Walker Lockett","- - -","1","0","0","7","1","16.1","6.06","2.20","1.10",".352","74.4%","41.8%","11.1%","4.96","5.13","4.54","5.07","0.1","0","21","9","9","2","4","2","0","11","23","18","14",".313","1.53",".352","74.4%","1.28","25.5%","41.8%","32.7%","22.2%","11.1%","35.2%","","20.4%","22.2%","22.2%","","34.7%","66.1%","50.0%","78.0%","82.4%","80.9%","48.7%","9.6%","0","15.1%","5.5%","4.80","86.3","13.5","3.6%","110.7","28.6%","27.0%","13804"
"Deivi Garcia","NYY","3","2","0","6","6","34.1","8.65","1.57","1.57",".290","65.5%","33.3%","12.2%","4.98","4.70","4.15","4.63","0.8","0","35","20","19","6","6","1","0","33","35","49","21",".252","1.19",".290","65.5%","0.71","20.0%","33.3%","46.7%","22.4%","12.2%","59.6%","9.0%","","14.5%","16.9%","","36.7%","73.7%","52.8%","73.6%","81.9%","78.6%","43.6%","11.3%","0","22.6%","4.1%","4.21","89.4","23.4","9.4%","111.3","39.6%","25.6%","20276"
"Jonathan Holder","NYY","3","0","0","18","0","21.2","5.82","4.57","1.25",".301","72.3%","47.4%","12.5%","4.98","4.83","5.22","5.56","-0.1","0","25","13","12","3","11","0","1","14","36","24","16",".278","1.66",".301","72.3%","1.50","21.1%","47.4%","31.6%","12.5%","12.5%","52.4%","10.3%","9.8%","3.3%","24.2%","","33.1%","71.6%","48.1%","66.3%","87.4%","78.5%","39.0%","10.3%","0","13.9%","10.9%","5.40","86.9","8.2","7.9%","112.8","38.2%","24.4%","16588"
"Nik Turley","PIT","0","3","1","25","0","21.2","8.31","4.57","0.42",".211","54.7%","33.3%","3.8%","4.98","3.71","3.88","5.60","0.2","3","13","13","12","1","11","3","1","20","19","26","12",".167","1.11",".211","54.7%","0.73","21.1%","33.3%","45.6%","3.8%","3.8%","55.5%","","","44.5%","","","29.0%","61.0%","42.6%","59.7%","88.7%","77.4%","42.6%","9.7%","3","21.7%","12.0%","4.82","89.1","18.7","5.2%","110.3","34.5%","27.3%","5530"
"Evan Phillips","BAL","1","1","0","14","0","14.1","12.56","6.28","0.63",".371","74.2%","45.7%","9.1%","5.02","3.98","4.03","4.60","0.2","0","14","8","8","1","10","3","1","20","16","11","8",".250","1.67",".371","74.2%","1.45","22.9%","45.7%","31.4%","9.1%","9.1%","66.2%","26.4%","","","7.4%","","18.3%","63.4%","39.1%","64.3%","80.7%","76.6%","46.1%","9.2%","2","29.0%","14.5%","4.24","85.1","14.9","2.8%","106.8","36.1%","30.3%","17734"
"Reggie McClain","PHI","0","0","0","5","0","5.1","3.38","5.06","1.69",".348","56.6%","50.0%","14.3%","5.06","4.18","6.57","6.66","-0.1","0","9","6","3","1","3","0","0","2","12","7","5",".346","2.25",".348","56.6%","1.71","20.8%","50.0%","29.2%","14.3%","14.3%","78.6%","12.2%","","","9.2%","","37.7%","67.6%","49.0%","82.6%","92.0%","87.5%","37.8%","6.1%","0","6.9%","10.3%","6.10","86.5","15.0","0.0%","101.8","37.5%","20.4%","19311"
"Mike Montgomery","KCR","0","0","0","3","1","5.1","6.75","1.69","1.69",".294","35.7%","55.6%","20.0%","5.06","8.58","4.69","4.06","0.0","0","6","5","3","1","1","0","0","4","10","5","3",".273","1.31",".294","35.7%","2.00","16.7%","55.6%","27.8%","0.0%","20.0%","37.1%","","30.9%","10.3%","21.6%","","26.6%","75.8%","43.3%","58.8%","96.0%","81.0%","34.0%","8.2%","0","17.4%","4.3%","4.01","90.1","7.9","11.1%","109.8","38.9%","21.6%","4869"
"Jake Arrieta","PHI","4","4","0","9","9","44.1","6.50","3.25","1.22",".333","72.1%","51.8%","17.6%","5.08","5.66","4.66","4.38","0.5","0","51","25","25","6","16","1","4","32","73","34","34",".295","1.51",".333","72.1%","2.15","24.1%","51.8%","24.1%","11.8%","17.6%","52.4%","","23.2%","7.3%","17.1%","","25.9%","63.3%","41.2%","65.2%","92.0%","82.0%","40.7%","7.4%","0","16.8%","8.4%","4.83","88.9","6.7","7.8%","111.3","38.3%","27.6%","4153"
"Jordan Montgomery","NYY","2","3","0","10","10","44.0","9.61","1.84","1.43",".320","65.0%","42.9%","16.7%","5.11","3.90","3.87","3.65","0.9","0","48","27","25","7","9","2","3","47","57","42","34",".264","1.30",".320","65.0%","1.36","25.6%","42.9%","31.6%","11.9%","16.7%","46.7%","","5.6%","22.1%","25.6%","","37.1%","66.8%","49.7%","65.6%","80.6%","74.1%","42.3%","12.9%","0","24.4%","4.7%","3.84","84.6","11.5","5.9%","111.1","29.6%","29.2%","16511"
"Casey Sadler","- - -","1","2","0","17","0","19.1","9.78","5.59","1.40",".240","61.4%","40.4%","17.6%","5.12","4.27","4.90","4.58","0.0","0","15","13","11","3","12","0","5","21","21","17","14",".203","1.40",".240","61.4%","1.24","26.9%","40.4%","32.7%","5.9%","17.6%","35.6%","23.0%","","37.1%","4.3%","","31.4%","63.3%","43.1%","50.7%","86.4%","70.0%","36.8%","12.9%","5","24.4%","14.0%","4.68","87.3","12.3","3.8%","107.7","26.4%","30.5%","11209"
"Anthony Kay","TOR","2","0","0","13","0","21.0","9.43","6.00","1.29",".322","72.3%","37.1%","11.5%","5.14","5.66","4.95","5.48","-0.1","0","22","13","12","3","14","0","0","22","23","26","13",".262","1.71",".322","72.3%","0.88","21.0%","37.1%","41.9%","3.8%","11.5%","56.3%","","2.2%","23.4%","18.0%","","23.7%","72.8%","43.9%","66.7%","81.3%","76.7%","41.2%","10.2%","2","22.4%","14.3%","5.01","88.7","15.4","8.1%","111.8","37.1%","23.4%","20387"
"Seth Lugo","NYM","3","4","3","16","7","36.2","11.54","2.45","1.96",".344","73.5%","48.5%","29.6%","5.15","4.70","4.45","3.03","0.4","2","40","22","21","8","10","2","1","47","49","27","25",".270","1.36",".344","73.5%","1.81","24.8%","48.5%","26.7%","3.7%","29.6%","55.4%","15.1%","","19.3%","10.2%","","33.7%","66.9%","47.4%","56.2%","82.1%","71.3%","41.1%","13.6%","0","29.4%","6.3%","3.29","90.0","7.5","8.9%","113.6","42.6%","31.0%","12447"
"Josh Lindblom","MIL","2","4","0","12","10","45.1","10.32","3.18","1.19",".316","66.5%","26.9%","12.2%","5.16","4.07","3.88","4.24","0.8","0","42","26","26","6","16","3","2","52","32","49","38",".244","1.28",".316","66.5%","0.65","31.9%","26.9%","41.2%","12.2%","12.2%","35.2%","16.9%","19.3%","9.5%","9.2%","10.0%","31.6%","65.7%","43.9%","57.5%","84.0%","71.8%","36.1%","12.4%","0","27.2%","8.4%","4.09","87.8","21.6","5.0%","114.1","32.5%","30.1%","7882"
"Jon Lester","CHC","3","3","0","12","12","61.0","6.20","2.51","1.62",".276","71.4%","47.0%","15.1%","5.16","5.81","5.14","5.11","0.2","0","64","35","35","11","17","3","2","42","95","73","34",".261","1.33",".276","71.4%","1.30","16.8%","47.0%","36.1%","2.7%","15.1%","42.1%","","31.9%","12.8%","13.2%","","28.7%","69.0%","44.1%","73.6%","90.3%","83.6%","38.4%","7.2%","0","15.8%","6.4%","5.02","88.9","11.9","12.3%","112.5","38.9%","24.4%","4930"
"Yusei Kikuchi","SEA","2","4","0","9","9","47.0","9.00","3.83","0.57",".306","59.9%","52.0%","9.4%","5.17","3.33","3.30","3.78","1.1","0","41","27","27","3","20","0","3","47","66","32","29",".236","1.30",".306","59.9%","2.06","22.8%","52.0%","25.2%","0.0%","9.4%","37.7%","16.1%","39.9%","","","6.3%","27.6%","68.6%","46.2%","59.2%","81.0%","73.8%","45.3%","12.1%","0","24.2%","10.3%","4.34","89.4","4.3","3.9%","112.1","36.2%","27.0%","20633"
"Kyle Ryan","CHC","1","0","1","18","0","15.2","6.32","3.45","2.87",".250","86.7%","46.9%","29.4%","5.17","4.10","7.09","5.03","-0.4","0","16","9","9","5","6","0","0","11","23","17","9",".267","1.40",".250","86.7%","1.35","18.4%","46.9%","34.7%","11.8%","29.4%","52.6%","","38.8%","8.6%","","","26.8%","75.0%","44.8%","66.7%","97.3%","85.8%","37.3%","6.3%","4","16.7%","9.1%","4.86","87.7","9.5","8.2%","111.1","38.8%","24.6%","11753"
"Ljay Newsome","SEA","0","1","0","5","4","15.2","5.17","0.57","2.30",".302","79.3%","42.1%","19.0%","5.17","3.93","5.74","5.01","0.0","0","20","9","9","4","1","1","0","9","24","21","12",".303","1.34",".302","79.3%","1.14","21.1%","42.1%","36.8%","9.5%","19.0%","49.4%","","","26.7%","23.9%","","34.6%","69.6%","51.8%","73.3%","83.9%","80.3%","49.0%","10.2%","0","13.2%","1.5%","4.83","87.7","17.0","7.0%","108.1","40.4%","28.2%","19942"
"Luis Patino","SDP","1","0","0","11","1","17.1","10.90","7.27","1.56",".326","79.9%","34.7%","12.5%","5.19","4.15","5.61","6.03","-0.1","0","18","10","10","3","14","1","1","21","17","24","8",".257","1.85",".326","79.9%","0.71","16.3%","34.7%","49.0%","16.7%","12.5%","64.8%","17.2%","","0.3%","17.8%","","27.2%","61.7%","42.4%","54.7%","87.4%","75.7%","44.1%","10.3%","1","24.7%","16.5%","5.15","87.8","17.8","6.1%","107.7","32.7%","28.4%","22815"
"Kyle Wright","ATL","2","4","0","8","8","38.0","7.11","5.68","1.66",".262","73.2%","44.6%","19.4%","5.21","6.78","5.90","5.33","-0.2","0","35","23","22","7","24","0","1","30","50","36","26",".243","1.55",".262","73.2%","1.39","23.2%","44.6%","32.1%","5.6%","19.4%","48.4%","24.2%","","13.1%","14.4%","","29.5%","66.4%","43.5%","63.2%","87.0%","77.1%","38.1%","10.0%","0","17.9%","14.3%","5.83","87.1","10.1","7.9%","109.3","36.8%","26.5%","19665"
"Ryan Helsley","STL","1","1","1","12","0","12.0","7.50","6.00","2.25",".167","70.3%","33.3%","17.6%","5.25","4.67","7.02","6.51","-0.4","2","8","8","7","3","8","1","0","10","11","17","5",".186","1.33",".167","70.3%","0.65","15.2%","33.3%","51.5%","11.8%","17.6%","43.3%","","35.6%","17.0%","4.1%","","27.2%","75.0%","46.9%","32.3%","88.3%","69.2%","41.2%","14.4%","2","19.2%","15.4%","5.69","91.8","16.9","6.1%","109.6","45.5%","28.9%","18138"
"Keynan Middleton","LAA","0","1","0","13","0","12.0","8.25","4.50","1.50",".294","65.8%","22.2%","11.1%","5.25","3.98","5.02","5.75","0.0","0","12","8","7","2","6","0","1","11","8","18","10",".255","1.50",".294","65.8%","0.44","27.8%","22.2%","50.0%","5.6%","11.1%","59.0%","22.4%","","","18.6%","","31.9%","72.5%","49.5%","60.5%","84.8%","76.0%","43.3%","11.9%","2","20.8%","11.3%","5.08","87.3","22.4","2.8%","104.3","27.8%","26.7%","15264"
