"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Walker Buehler","LAD","6","3","0","12","12","65.0","8.03","2.35","1.11",".312","74.9%","48.0%","12.7%","4.02","4.28","3.80","3.64","1.0","0","67","30","29","8","17","2","1","58","94","63","39",".263","1.29",".312","74.9%","1.49","19.9%","48.0%","32.1%","7.9%","12.7%","39.2%","11.5%","24.7%","16.8%","7.8%","","34.4%","72.4%","49.7%","63.3%","85.9%","76.5%","40.2%","11.7%","0","21.2%","6.2%","3.82","87.9","7.2","6.6%","113.8","41.6%","26.2%","19374"
"Kyle Crick","CHW","2","0","0","14","0","15.2","10.91","6.32","0.00",".294","69.6%","32.4%","0.0%","4.02","4.37","3.18","4.12","0.1","0","10","7","7","0","11","2","0","19","11","10","13",".189","1.34",".294","69.6%","1.10","38.2%","32.4%","29.4%","0.0%","0.0%","42.7%","57.3%","","","","","29.8%","57.4%","40.5%","60.8%","85.5%","74.3%","38.7%","10.4%","3","28.8%","16.7%","4.16","86.2","14.0","2.9%","103.6","23.5%","31.5%","13182"
"Garrett Hill","DET","3","3","0","17","8","60.1","5.97","4.33","1.19",".247","76.2%","36.5%","9.2%","4.03","5.75","5.15","5.56","-0.2","0","53","29","27","8","29","4","2","40","69","87","33",".230","1.36",".247","76.2%","0.79","17.5%","36.5%","46.0%","8.0%","9.2%","59.3%","18.6%","","10.5%","11.6%","","29.9%","70.0%","45.9%","72.7%","88.8%","82.5%","39.9%","8.0%","1","15.2%","11.0%","5.31","88.8","18.7","9.5%","113.5","38.4%","24.4%","25097"
"Chris Paddack","MIN","1","2","0","5","5","22.1","8.06","0.81","0.00",".357","64.3%","44.1%","0.0%","4.03","3.10","1.72","3.18","0.9","0","25","10","10","0","2","1","1","20","30","22","16",".278","1.21",".357","64.3%","1.36","23.5%","44.1%","32.4%","13.6%","0.0%","51.5%","3.8%","0.5%","18.0%","26.2%","","36.9%","68.3%","52.3%","75.4%","82.9%","80.2%","49.0%","10.4%","0","21.5%","2.2%","3.41","88.7","10.1","5.7%","106.4","41.4%","27.2%","20099"
"John King","TEX","1","4","0","39","0","51.1","5.26","2.45","0.88",".326","71.0%","64.6%","17.2%","4.03","4.20","4.09","3.66","0.0","5","61","27","23","5","14","1","2","30","113","29","33",".295","1.46",".326","71.0%","3.90","18.9%","64.6%","16.6%","3.4%","17.2%","52.3%","14.3%","8.8%","","24.7%","","32.4%","72.3%","49.1%","70.9%","89.0%","82.1%","41.9%","8.8%","8","13.5%","6.3%","3.40","90.7","0.2","6.2%","113.5","44.6%","25.0%","22051"
"Miguel Castro","NYY","5","0","0","34","0","29.0","9.62","4.66","0.62",".316","69.4%","47.5%","8.0%","4.03","4.87","3.84","4.22","0.1","1","27","16","13","2","15","4","2","31","38","25","17",".241","1.45",".316","69.4%","1.52","21.3%","47.5%","31.3%","8.0%","8.0%","36.4%","44.6%","","","19.0%","","30.2%","61.4%","42.0%","60.2%","76.0%","68.9%","37.7%","13.0%","9","23.7%","11.5%","3.87","88.3","10.9","11.1%","116.2","32.1%","32.6%","15684"
"Daniel Castano","MIA","1","3","0","10","7","35.2","5.05","2.27","1.26",".308","71.7%","45.9%","14.3%","4.04","4.81","4.74","4.37","0.1","0","42","20","16","5","9","2","2","20","56","35","31",".290","1.43",".308","71.7%","1.60","25.4%","45.9%","28.7%","14.3%","14.3%","18.4%","27.9%","41.1%","","12.7%","","35.1%","69.3%","50.6%","75.7%","92.3%","86.0%","45.2%","7.1%","0","12.8%","5.8%","4.68","86.9","11.0","6.4%","113.5","33.6%","23.1%","19805"
"Taylor Clarke","KCR","3","1","3","47","0","49.0","8.82","1.47","1.10",".314","67.2%","36.8%","9.4%","4.04","3.15","3.30","3.64","0.7","5","50","25","22","6","8","1","3","48","53","64","27",".258","1.18",".314","67.2%","0.83","18.8%","36.8%","44.4%","9.4%","9.4%","42.4%","36.2%","","","21.4%","","36.5%","78.3%","53.6%","64.5%","85.8%","77.2%","40.7%","12.2%","10","23.6%","3.9%","3.16","89.5","19.1","6.2%","109.2","39.0%","23.1%","17611"
"Zach Eflin","PHI","3","5","1","20","13","75.2","7.73","1.78","0.95",".282","66.0%","44.5%","9.6%","4.04","3.27","3.56","3.81","1.4","0","70","38","34","8","15","5","0","65","101","83","43",".239","1.12",".282","66.0%","1.22","18.9%","44.5%","36.6%","8.4%","9.6%","56.0%","4.0%","13.8%","20.1%","6.0%","","33.8%","66.1%","47.6%","67.2%","87.5%","79.2%","42.5%","9.9%","2","20.8%","4.8%","3.78","85.3","10.5","6.1%","111.1","31.1%","27.6%","13774"
"Austin Brice","PIT","0","0","0","4","0","6.2","6.75","4.05","0.00",".211","57.1%","52.6%","0.0%","4.05","2.94","2.96","4.29","0.1","0","4","3","3","0","3","0","0","5","10","6","3",".167","1.05",".211","57.1%","1.67","15.8%","52.6%","31.6%","16.7%","0.0%","52.8%","47.2%","","","","","21.4%","62.0%","40.6%","50.0%","93.5%","81.4%","47.2%","7.5%","0","18.5%","11.1%","4.31","85.5","8.3","5.3%","113.9","36.8%","30.2%","17237"
"Miguel Sanchez","MIL","1","1","0","12","0","13.1","6.08","5.40","2.03",".237","82.3%","58.5%","27.3%","4.05","4.91","6.49","4.78","-0.3","0","12","7","6","3","8","0","0","9","24","11","6",".240","1.50",".237","82.3%","2.18","14.6%","58.5%","26.8%","45.5%","27.3%","38.9%","9.0%","","","52.1%","","29.1%","71.4%","44.5%","64.1%","83.6%","75.5%","36.5%","10.9%","2","15.5%","13.8%","4.87","85.4","5.9","9.8%","110.9","34.1%","28.0%","20074"
"Frankie Montas","- - -","5","12","0","27","27","144.1","8.85","2.68","1.12",".298","70.9%","45.6%","12.8%","4.05","4.02","3.78","3.61","2.0","0","137","72","65","18","43","6","7","142","187","141","82",".245","1.25",".298","70.9%","1.33","20.0%","45.6%","34.4%","14.2%","12.8%","50.6%","23.9%","","","","25.5%","35.8%","75.2%","51.1%","62.5%","85.0%","75.3%","38.8%","12.6%","0","23.4%","7.1%","3.74","87.6","11.2","7.9%","115.8","33.8%","25.6%","14309"
"Eduardo Rodriguez","DET","5","5","0","17","17","91.0","7.12","3.36","1.19",".277","69.7%","43.4%","11.5%","4.05","4.20","4.43","4.41","0.6","0","87","49","41","12","34","2","1","72","121","104","54",".245","1.33",".277","69.7%","1.16","19.4%","43.4%","37.3%","8.7%","11.5%","55.8%","4.2%","23.8%","","16.3%","","32.7%","68.0%","47.0%","79.7%","87.1%","84.1%","40.4%","7.5%","0","18.4%","8.7%","4.56","87.5","12.6","7.1%","111.3","36.0%","23.8%","13164"
"Zach Davies","ARI","2","5","0","27","27","134.1","6.83","3.48","1.41",".257","75.0%","42.9%","13.0%","4.09","4.56","4.83","4.57","0.5","0","122","66","61","21","52","2","1","102","174","161","71",".236","1.30",".257","75.0%","1.08","17.5%","42.9%","39.7%","10.6%","13.0%","53.8%","1.0%","6.1%","5.8%","33.2%","","27.8%","67.3%","42.0%","72.4%","85.1%","79.8%","36.1%","8.5%","0","17.9%","9.1%","4.71","87.4","13.0","8.0%","112.7","34.3%","26.7%","13183"
"Hanser Alberto","LAD","0","0","0","10","0","11.0","0.82","2.45","1.64",".200","80.4%","19.0%","7.4%","4.09","4.71","6.39","7.66","-0.1","0","10","5","5","2","3","1","0","1","8","27","7",".233","1.18",".200","80.4%","0.30","16.7%","19.0%","64.3%","7.4%","7.4%","100.0%","","","","","","26.0%","85.7%","48.0%","100.0%","95.8%","97.3%","36.8%","1.3%","0","2.1%","6.4%","7.81","90.4","26.6","9.5%","106.7","38.1%","12.5%","11902"
"Jake Fishman","MIA","0","0","0","7","0","11.0","4.91","0.00","0.00",".333","68.8%","46.2%","0.0%","4.09","4.17","2.84","4.19","0.1","0","13","5","5","0","0","3","0","6","18","10","11",".289","1.18",".333","68.8%","1.80","28.2%","46.2%","25.6%","0.0%","0.0%","60.2%","39.8%","","","","","29.3%","73.4%","49.7%","66.7%","96.6%","87.1%","46.2%","6.4%","2","12.5%","0.0%","3.71","89.2","7.5","5.1%","111.9","38.5%","25.1%","20060"
"Nick Vespi","BAL","5","0","1","25","0","26.1","9.57","2.73","1.71",".343","83.9%","42.7%","21.7%","4.10","5.49","4.48","3.30","-0.1","1","29","12","12","5","8","1","0","28","32","23","20",".282","1.41",".343","83.9%","1.39","26.7%","42.7%","30.7%","4.3%","21.7%","47.3%","36.5%","","16.1%","","","38.1%","64.1%","48.7%","52.5%","83.6%","69.1%","40.6%","15.0%","1","25.0%","7.1%","3.20","87.7","10.0","10.7%","110.5","40.0%","31.6%","21093"
"Trent Thornton","TOR","0","2","0","32","0","46.0","7.24","3.33","1.37",".260","76.8%","34.3%","12.5%","4.11","5.17","4.66","4.48","-0.1","1","40","21","21","7","17","1","1","37","46","56","32",".234","1.24",".260","76.8%","0.82","23.9%","34.3%","41.8%","19.6%","12.5%","46.1%","38.6%","0.2%","15.2%","","","29.2%","63.2%","45.3%","62.7%","90.5%","81.1%","47.4%","8.6%","3","19.6%","9.0%","4.20","90.1","19.2","6.7%","109.7","44.0%","28.6%","17948"
"Justin Grimm","OAK","0","0","0","15","0","15.1","6.46","4.11","0.59",".340","74.2%","41.2%","5.3%","4.11","5.14","4.29","5.27","0.0","0","18","8","7","1","7","2","0","11","21","19","11",".290","1.63",".340","74.2%","1.11","21.6%","41.2%","37.3%","10.5%","5.3%","41.2%","40.1%","","18.8%","","","32.0%","73.7%","46.9%","59.6%","89.0%","76.2%","35.7%","11.2%","3","15.5%","9.9%","4.74","85.9","12.0","9.8%","107.8","27.5%","25.6%","11720"
"Caleb Smith","ARI","1","3","0","44","1","70.0","8.36","5.01","1.80",".235","80.1%","30.9%","13.6%","4.11","3.86","5.57","5.15","-0.8","0","57","35","32","14","39","1","1","65","60","103","31",".218","1.37",".235","80.1%","0.58","16.0%","30.9%","53.1%","15.5%","13.6%","45.6%","28.8%","","3.2%","22.4%","","30.2%","74.2%","48.6%","60.8%","80.7%","73.5%","41.8%","12.9%","4","21.5%","12.9%","4.62","86.0","24.1","6.6%","114.8","29.9%","26.9%","14875"
"Derek Law","- - -","2","3","0","17","0","19.2","7.78","3.66","1.37",".323","69.4%","46.9%","15.8%","4.12","4.78","4.89","4.34","-0.1","1","23","13","9","3","8","2","1","17","30","19","15",".280","1.58",".323","69.4%","1.58","23.4%","46.9%","29.7%","5.3%","15.8%","21.6%","11.6%","49.4%","12.8%","4.5%","","36.2%","61.1%","45.5%","65.0%","92.5%","78.8%","37.2%","9.7%","3","18.5%","8.7%","4.06","84.7","7.6","9.2%","109.5","29.2%","27.8%","13133"
"Jonathan Loaisiga","NYY","2","3","2","50","0","48.0","6.94","3.56","0.56",".278","64.0%","59.6%","9.1%","4.13","3.46","3.57","3.78","0.4","1","43","25","22","3","19","0","0","37","87","33","26",".234","1.29",".278","64.0%","2.64","17.8%","59.6%","22.6%","18.2%","9.1%","64.8%","20.2%","","","15.0%","","40.2%","68.3%","50.5%","68.0%","85.3%","76.6%","36.5%","11.8%","10","18.2%","9.4%","3.76","83.9","3.3","2.0%","114.4","29.9%","26.8%","19753"
"Marco Gonzales","SEA","10","15","0","32","32","183.0","5.07","2.46","1.48",".277","73.7%","42.0%","12.3%","4.13","4.59","5.05","4.90","0.1","0","194","97","84","30","50","7","1","103","260","244","115",".267","1.33",".277","73.7%","1.07","18.6%","42.0%","39.4%","11.9%","12.3%","36.7%","","19.4%","13.4%","30.5%","","37.3%","72.2%","50.7%","77.6%","88.4%","83.5%","38.4%","8.4%","0","13.2%","6.4%","4.99","86.7","14.5","7.2%","111.2","34.5%","23.5%","15467"
"Trevor Gott","MIL","3","4","0","45","0","45.2","8.67","2.36","1.58",".227","64.4%","43.7%","15.7%","4.14","2.94","4.45","3.82","-0.1","4","35","25","21","8","12","3","0","44","55","51","20",".205","1.03",".227","64.4%","1.08","15.9%","43.7%","40.5%","9.8%","15.7%","55.3%","","33.4%","10.4%","0.9%","","34.3%","64.7%","46.4%","69.4%","83.7%","77.3%","39.8%","10.5%","11","23.7%","6.5%","3.34","86.7","13.3","7.9%","111.8","31.5%","28.3%","15046"
"Brett Martin","TEX","1","7","3","55","1","50.0","7.20","3.24","0.72",".307","65.7%","50.7%","9.8%","4.14","3.83","3.63","3.81","0.3","3","50","27","23","4","18","0","7","40","77","41","34",".258","1.36",".307","65.7%","1.88","22.4%","50.7%","27.0%","7.3%","9.8%","45.3%","18.0%","","36.7%","","","41.1%","66.5%","50.4%","64.6%","90.7%","77.2%","36.7%","11.5%","7","18.9%","8.5%","3.87","89.5","6.4","5.2%","111.2","39.6%","27.2%","17369"
"Cristofer Ogando","TBR","0","0","0","3","0","4.1","4.15","2.08","0.00",".308","66.7%","30.8%","0.0%","4.15","7.41","3.57","4.94","0.0","0","4","2","2","0","1","1","0","2","4","4","5",".267","1.15",".308","66.7%","1.00","38.5%","30.8%","30.8%","75.0%","0.0%","45.9%","54.1%","","","","","32.6%","61.3%","44.6%","92.9%","78.9%","84.8%","41.9%","6.8%","0","11.8%","5.9%","4.79","95.3","24.7","15.4%","112.5","53.8%","27.0%","20667"
"Evan Lee","WSN","0","1","0","4","1","8.2","7.27","7.27","1.04",".296","76.9%","39.3%","8.3%","4.15","6.33","5.77","6.32","0.0","0","9","5","4","1","7","1","2","7","11","12","5",".257","1.85",".296","76.9%","0.92","17.9%","39.3%","42.9%","8.3%","8.3%","52.1%","","","41.8%","6.1%","","19.6%","63.2%","37.6%","63.2%","95.3%","85.5%","41.2%","5.5%","0","16.3%","16.3%","5.76","89.0","16.9","3.6%","108.5","42.9%","21.2%","24988"
"Darren O'Day","ATL","2","2","0","28","0","21.2","10.80","4.15","1.25",".296","69.8%","38.6%","10.7%","4.15","2.70","4.04","4.15","0.0","1","19","12","10","3","10","1","0","26","22","28","7",".229","1.34",".296","69.8%","0.79","12.3%","38.6%","49.1%","10.7%","10.7%","52.2%","47.8%","","","","","40.2%","71.9%","51.7%","68.7%","84.0%","76.4%","36.1%","12.2%","5","27.7%","10.6%","3.46","85.6","18.6","5.3%","107.8","33.3%","26.0%","3321"
"Matthew Festa","SEA","2","0","2","53","0","54.0","10.67","3.00","1.67",".264","75.5%","38.6%","16.9%","4.17","3.72","4.26","3.47","-0.1","1","43","26","25","10","18","2","1","64","51","59","22",".216","1.13",".264","75.5%","0.86","16.7%","38.6%","44.7%","8.5%","16.9%","43.5%","56.5%","","","","","36.4%","67.8%","49.4%","55.7%","83.7%","71.6%","41.2%","14.0%","6","29.2%","8.2%","2.97","87.2","17.3","7.4%","112.6","31.1%","31.0%","19330"
"Lucas Gilbreath","COL","2","0","0","47","0","43.0","10.26","5.44","0.42",".330","70.1%","46.7%","6.1%","4.19","4.17","3.53","4.06","0.6","2","37","22","20","2","26","4","2","49","50","33","24",".236","1.47",".330","70.1%","1.52","22.4%","46.7%","30.8%","21.2%","6.1%","73.2%","24.9%","","","","1.9%","26.9%","67.8%","42.9%","60.0%","80.6%","72.7%","39.1%","11.7%","12","26.2%","13.9%","3.95","88.5","13.5","2.8%","110.3","40.7%","28.1%","21290"
"Beau Brieske","DET","3","6","0","15","15","81.2","5.95","2.76","1.54",".241","75.6%","37.5%","12.5%","4.19","5.60","4.97","4.78","0.1","0","73","39","38","14","25","1","2","54","96","112","48",".233","1.20",".241","75.6%","0.86","18.8%","37.5%","43.8%","8.0%","12.5%","53.3%","20.7%","","3.8%","22.1%","","30.6%","77.0%","50.5%","81.3%","84.9%","83.7%","42.9%","8.2%","0","15.9%","7.4%","4.83","89.2","17.2","10.4%","113.2","41.3%","22.1%","26079"
"Steve Cishek","WSN","1","4","1","69","0","66.1","10.04","3.66","1.49",".265","77.6%","41.2%","16.7%","4.21","4.56","4.85","4.16","-0.3","2","54","33","31","11","27","13","3","74","70","66","34",".219","1.22",".265","77.6%","1.06","20.0%","41.2%","38.8%","10.6%","16.7%","62.5%","37.1%","","","0.4%","","30.1%","61.1%","42.4%","61.7%","86.6%","75.9%","39.6%","10.2%","6","25.8%","9.4%","3.45","87.3","15.0","8.7%","114.2","37.0%","29.6%","6483"
"Kenny Rosenberg","LAA","0","0","0","3","1","10.2","6.75","5.06","0.84",".250","73.5%","24.2%","6.3%","4.22","3.97","4.52","5.52","0.0","0","9","5","5","1","6","0","0","8","8","16","9",".220","1.41",".250","73.5%","0.50","27.3%","24.2%","48.5%","0.0%","6.3%","45.1%","16.6%","","4.7%","33.7%","","29.1%","75.0%","47.2%","67.6%","87.7%","80.2%","39.4%","9.3%","0","17.0%","12.8%","5.40","86.4","22.1","3.0%","108.5","33.3%","23.8%","20009"
"Rowan Wick","CHC","4","7","9","64","0","64.0","9.70","4.08","1.27",".376","74.7%","44.3%","15.5%","4.22","5.35","4.19","3.70","0.0","5","79","37","30","9","29","1","3","69","85","58","49",".299","1.69",".376","74.7%","1.47","25.5%","44.3%","30.2%","12.1%","15.5%","60.2%","5.1%","12.9%","21.6%","","0.1%","33.4%","66.2%","47.3%","66.7%","86.7%","78.5%","42.4%","10.1%","4","23.5%","9.9%","3.68","88.5","11.6","10.3%","111.1","40.0%","27.6%","14646"
"Austin Pruitt","OAK","0","1","1","39","1","55.1","6.18","1.46","1.79",".224","68.1%","45.5%","15.5%","4.23","3.94","4.87","4.18","-0.3","2","48","29","26","11","9","1","0","38","80","71","25",".224","1.03",".224","68.1%","1.13","14.2%","45.5%","40.3%","11.3%","15.5%","34.5%","","40.7%","19.4%","5.4%","","36.8%","74.7%","50.7%","68.3%","85.1%","77.3%","36.6%","11.5%","2","17.0%","4.0%","3.88","88.0","12.9","9.7%","112.4","34.1%","27.2%","15290"
"James Kaprielian","OAK","5","9","0","26","26","134.0","6.58","3.96","1.07",".263","72.0%","37.7%","8.9%","4.23","4.65","4.63","5.06","0.3","0","121","68","63","16","59","5","2","98","155","179","77",".236","1.34",".263","72.0%","0.87","18.7%","37.7%","43.6%","7.3%","8.9%","54.4%","23.1%","","12.5%","10.0%","","29.8%","72.3%","47.6%","67.4%","87.3%","80.0%","41.9%","9.5%","0","17.0%","10.2%","5.04","88.4","16.9","8.0%","117.7","35.9%","24.9%","18331"
"Adrian Morejon","SDP","5","1","0","26","0","34.0","7.41","2.38","1.06",".273","65.0%","32.4%","7.8%","4.24","3.94","3.88","4.57","0.2","0","31","18","16","4","9","1","0","28","33","51","18",".237","1.18",".273","65.0%","0.65","17.6%","32.4%","50.0%","11.8%","7.8%","69.1%","13.7%","","13.0%","","4.3%","33.0%","76.4%","53.7%","68.8%","82.7%","78.3%","47.8%","11.7%","5","19.9%","6.4%","4.01","90.0","19.2","8.7%","107.9","37.9%","23.9%","20039"
"Michael Lorenzen","LAA","8","6","0","18","18","97.2","7.83","4.05","1.01",".262","71.3%","50.2%","12.4%","4.24","3.91","4.31","4.20","1.0","0","81","48","46","11","44","4","3","85","139","89","49",".223","1.28",".262","71.3%","1.56","17.7%","50.2%","32.1%","11.2%","12.4%","44.1%","20.3%","11.3%","2.1%","22.2%","","32.6%","70.0%","47.5%","65.4%","83.9%","76.3%","39.8%","11.2%","0","20.7%","10.7%","4.43","88.1","9.7","6.8%","115.0","37.1%","25.5%","14843"
"Jack Flaherty","STL","2","1","0","9","8","36.0","8.25","5.50","1.00",".311","78.4%","41.7%","11.8%","4.25","4.94","4.97","4.93","0.0","0","36","18","17","4","22","5","0","33","43","34","26",".257","1.61",".311","78.4%","1.26","25.2%","41.7%","33.0%","5.9%","11.8%","54.2%","28.5%","","16.5%","0.8%","","26.7%","69.4%","43.4%","63.0%","83.8%","76.0%","39.0%","10.4%","0","19.8%","13.2%","4.99","87.2","11.8","5.6%","111.4","30.8%","25.5%","17479"
"Tyler Wells","BAL","7","7","0","23","23","103.2","6.60","2.43","1.39",".246","72.7%","36.6%","11.0%","4.25","3.78","4.52","4.60","0.9","0","90","49","49","16","28","2","0","76","115","146","53",".229","1.14",".246","72.7%","0.79","16.9%","36.6%","46.5%","15.8%","11.0%","41.6%","6.5%","26.8%","6.7%","18.4%","","34.6%","71.8%","50.5%","68.8%","83.4%","77.7%","42.8%","11.3%","0","18.0%","6.6%","4.53","88.3","19.1","7.9%","113.5","38.8%","26.5%","20000"
"Danny Young","- - -","0","0","0","3","0","6.1","8.53","2.84","1.42",".435","86.2%","50.0%","12.5%","4.26","4.37","4.22","4.04","0.0","0","11","3","3","1","2","0","0","6","12","8","4",".367","2.05",".435","86.2%","1.50","16.7%","50.0%","33.3%","0.0%","12.5%","41.3%","56.3%","","","2.4%","","27.9%","56.9%","42.9%","58.8%","83.8%","75.9%","51.6%","10.3%","0","18.8%","6.3%","3.71","84.1","5.9","4.2%","106.3","33.3%","38.9%","18439"
"Chris Stratton","- - -","10","4","2","60","1","63.1","8.53","3.55","0.57",".362","69.6%","44.2%","6.1%","4.26","4.14","3.32","4.04","0.7","5","72","34","30","4","25","2","4","60","84","66","40",".286","1.53",".362","69.6%","1.27","21.1%","44.2%","34.7%","9.1%","6.1%","44.9%","19.2%","","28.9%","7.0%","","35.6%","68.4%","47.9%","66.0%","84.8%","76.1%","37.6%","11.5%","8","21.5%","9.0%","3.84","89.7","12.8","5.7%","111.7","41.1%","27.5%","13761"
"Rich Hill","BOS","8","7","0","26","26","124.1","7.89","2.68","1.09",".305","68.3%","40.2%","10.1%","4.27","4.08","3.92","4.12","1.8","0","125","67","59","15","37","4","0","109","149","149","73",".258","1.30",".305","68.3%","1.00","19.7%","40.2%","40.2%","13.4%","10.1%","37.7%","10.7%","12.8%","36.5%","","2.4%","31.3%","65.8%","47.3%","68.2%","87.2%","80.4%","46.5%","9.2%","0","20.7%","7.0%","4.13","88.2","14.9","8.2%","110.8","34.0%","29.4%","4806"
"Anibal Sanchez","WSN","4","6","0","14","14","69.1","6.23","4.28","1.69",".216","78.6%","37.9%","14.3%","4.28","4.65","5.77","5.27","-0.2","0","55","34","33","13","33","4","2","48","77","91","35",".216","1.27",".216","78.6%","0.85","17.2%","37.9%","44.8%","14.3%","14.3%","33.6%","4.8%","30.5%","5.4%","25.6%","","28.5%","71.1%","44.6%","73.1%","88.5%","82.3%","37.7%","7.9%","0","16.4%","11.3%","5.26","88.5","18.8","7.7%","111.0","37.2%","22.6%","3284"
"Paul Blackburn","OAK","7","6","0","21","21","111.1","7.19","2.43","1.21",".290","74.2%","47.4%","13.9%","4.28","4.14","4.21","3.89","0.8","0","110","53","53","15","30","5","1","89","161","108","71",".255","1.26",".290","74.2%","1.49","20.9%","47.4%","31.8%","9.3%","13.9%","45.9%","4.7%","19.5%","17.6%","12.4%","","30.6%","66.8%","44.3%","66.2%","87.2%","78.2%","38.0%","9.6%","0","19.1%","6.4%","4.09","88.2","9.0","7.0%","113.9","40.5%","27.4%","14739"
"Reyes Moronta","- - -","2","2","2","39","0","37.2","9.08","4.30","1.19",".255","69.8%","31.7%","9.3%","4.30","3.27","4.41","4.81","0.1","2","30","20","18","5","18","2","8","38","32","54","15",".213","1.27",".255","69.8%","0.59","14.9%","31.7%","53.5%","13.0%","9.3%","53.4%","37.0%","","","9.7%","","30.5%","67.6%","44.6%","62.0%","83.0%","74.1%","38.1%","11.5%","4","23.6%","11.2%","4.11","86.4","23.4","6.8%","111.3","35.0%","28.5%","14966"
"Zach Plesac","CLE","3","12","0","25","24","131.2","6.84","2.60","1.30",".288","68.9%","40.0%","11.7%","4.31","5.28","4.45","4.39","0.9","0","136","74","63","19","38","5","4","100","169","162","91",".259","1.32",".288","68.9%","1.04","21.6%","40.0%","38.4%","8.6%","11.7%","43.0%","24.2%","","10.4%","22.5%","","36.1%","73.0%","51.2%","71.0%","86.7%","80.1%","41.0%","10.2%","0","17.6%","6.7%","4.46","89.5","13.0","9.6%","114.4","40.9%","24.2%","19979"
"Tanner Scott","MIA","4","5","20","67","0","62.2","12.93","6.61","0.72",".347","72.4%","46.3%","13.2%","4.31","4.17","3.67","3.53","0.4","7","55","34","30","5","46","4","3","90","68","38","41",".230","1.61",".347","72.4%","1.79","27.9%","46.3%","25.9%","10.5%","13.2%","37.9%","62.1%","","","","","31.6%","67.9%","45.9%","51.6%","76.8%","66.3%","39.4%","15.5%","4","31.1%","15.9%","3.74","86.1","7.6","5.4%","111.6","32.9%","31.3%","17586"
"Matt Barnes","BOS","0","4","8","44","0","39.2","7.71","4.76","0.45",".293","66.4%","45.3%","4.3%","4.31","4.28","3.87","4.97","0.1","2","36","22","19","2","21","3","4","34","53","47","17",".237","1.44",".293","66.4%","1.13","14.5%","45.3%","40.2%","4.3%","4.3%","45.9%","0.3%","","46.6%","7.2%","","29.3%","64.8%","43.1%","58.1%","85.1%","73.9%","39.0%","11.3%","4","19.3%","11.9%","4.53","91.1","11.1","8.5%","113.0","44.9%","28.7%","12863"
"Tommy Nance","MIA","2","3","0","35","2","43.2","11.75","4.33","1.03",".367","76.2%","46.4%","14.7%","4.33","3.94","3.71","3.37","0.2","2","45","22","21","5","21","4","5","57","52","34","26",".263","1.51",".367","76.2%","1.53","23.2%","46.4%","30.4%","5.9%","14.7%","42.3%","18.4%","","39.3%","","","27.2%","64.9%","43.5%","41.4%","88.6%","71.9%","43.3%","12.3%","2","29.1%","10.7%","3.24","88.5","9.2","4.4%","109.0","36.0%","30.4%","19178"
"Mike Clevinger","SDP","7","7","0","23","22","114.1","7.16","2.76","1.57",".249","76.5%","35.2%","12.6%","4.33","4.65","4.98","4.76","0.4","0","102","56","55","20","35","10","3","91","122","159","66",".232","1.20",".249","76.5%","0.77","19.0%","35.2%","45.8%","11.3%","12.6%","52.1%","20.7%","14.6%","3.4%","9.2%","","31.9%","69.3%","48.2%","66.3%","84.9%","78.0%","43.6%","10.6%","0","18.8%","7.2%","4.49","88.2","18.8","9.5%","111.1","38.7%","26.3%","12808"
"Corey Kluber","TBR","10","10","0","31","31","164.0","7.63","1.15","1.10",".317","70.2%","36.1%","9.3%","4.34","4.00","3.57","3.92","3.0","0","178","82","79","20","21","10","2","139","184","214","112",".271","1.21",".317","70.2%","0.86","22.0%","36.1%","42.0%","17.3%","9.3%","28.3%","","34.7%","26.8%","10.2%","","38.8%","67.5%","51.0%","65.1%","87.4%","77.6%","42.5%","11.4%","0","20.2%","3.0%","3.85","87.2","18.2","6.9%","113.8","34.7%","29.7%","2429"
"Austin Voth","- - -","5","4","0","41","17","101.2","7.97","2.74","1.24",".319","74.2%","34.5%","10.3%","4.34","4.40","4.14","4.33","1.0","0","111","52","49","14","31","3","5","90","109","136","71",".272","1.40",".319","74.2%","0.80","22.5%","34.5%","43.0%","11.0%","10.3%","41.3%","4.8%","21.7%","31.5%","0.7%","","30.4%","71.4%","47.8%","63.8%","84.9%","77.2%","42.6%","10.9%","1","20.4%","7.0%","4.16","88.4","16.6","8.5%","112.8","37.1%","26.4%","15047"
"Charlie Morton","ATL","9","6","0","31","31","172.0","10.73","3.30","1.47",".292","76.0%","39.8%","16.5%","4.34","4.11","4.26","3.60","1.5","0","149","85","83","28","63","18","4","205","175","170","95",".230","1.23",".292","76.0%","1.03","21.6%","39.8%","38.6%","8.8%","16.5%","44.1%","","9.3%","38.0%","8.6%","","32.0%","65.4%","45.5%","55.6%","85.8%","73.1%","40.3%","12.2%","0","28.2%","8.7%","3.48","89.3","13.6","9.5%","115.8","42.1%","30.6%","4676"
