"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Nick Wittgren","STL","1","0","1","29","0","29.0","5.28","3.10","0.31",".333","63.0%","43.0%","2.9%","5.90","4.20","3.84","5.12","0.1","0","35","19","19","1","10","4","3","17","43","34","23",".292","1.55",".333","63.0%","1.26","23.0%","43.0%","34.0%","5.9%","2.9%","44.5%","10.8%","21.6%","","23.1%","","29.3%","72.2%","47.0%","79.5%","88.1%","85.0%","41.2%","7.1%","4","12.7%","7.5%","4.73","89.0","14.2","1.0%","109.2","34.0%","23.9%","15594"
"DL Hall","BAL","1","1","1","11","1","13.2","12.51","3.95","0.00",".436","60.9%","46.2%","0.0%","5.93","2.57","1.65","2.84","0.4","0","17","9","9","0","6","0","2","19","18","11","10",".293","1.68",".436","60.9%","1.64","25.6%","46.2%","28.2%","0.0%","0.0%","52.0%","21.6%","","5.9%","20.4%","","34.6%","69.6%","49.6%","64.2%","78.8%","72.9%","42.9%","13.4%","0","29.7%","9.4%","3.03","83.3","12.7","2.6%","112.8","17.9%","30.9%","22207"
"Max Castillo","- - -","0","2","0","14","6","39.1","8.47","3.43","1.83",".278","61.6%","46.9%","19.5%","5.95","4.74","5.17","4.07","-0.1","0","38","28","26","8","15","2","2","37","53","41","19",".248","1.35",".278","61.6%","1.29","16.8%","46.9%","36.3%","7.3%","19.5%","48.4%","18.8%","","","32.9%","","31.5%","70.6%","46.3%","68.4%","87.2%","79.3%","38.0%","9.6%","0","21.8%","8.8%","4.01","90.7","11.5","10.3%","111.3","44.0%","25.0%","21956"
"Matthew Liberatore","STL","2","2","0","9","7","34.2","7.27","4.67","1.30",".339","70.4%","38.4%","11.9%","5.97","5.49","5.02","4.93","0.0","0","42","23","23","5","18","1","5","28","43","42","27",".296","1.73",".339","70.4%","1.02","24.1%","38.4%","37.5%","14.3%","11.9%","54.6%","10.9%","","23.2%","11.2%","","28.5%","70.0%","44.1%","73.9%","86.5%","81.4%","37.6%","8.2%","0","17.4%","11.2%","5.00","91.2","16.4","8.8%","110.3","48.2%","23.8%","22294"
"Bruce Zimmermann","BAL","2","5","0","15","13","73.2","5.99","1.47","2.57",".322","72.3%","39.8%","20.4%","5.99","6.53","6.06","4.42","-0.8","0","97","52","49","21","12","2","1","49","101","103","50",".317","1.48",".322","72.3%","0.98","19.7%","39.8%","40.6%","6.8%","20.4%","39.4%","18.5%","","12.9%","29.1%","","35.4%","68.7%","50.3%","71.9%","88.8%","82.2%","44.7%","8.9%","1","15.3%","3.8%","4.43","91.1","14.0","13.2%","115.4","42.4%","25.1%","20370"
"Shane Greene","- - -","1","0","0","2","0","3.0","6.00","3.00","3.00",".222","76.9%","10.0%","16.7%","6.00","5.56","7.11","5.74","-0.1","0","3","2","2","1","1","0","0","2","1","6","3",".250","1.33",".222","76.9%","0.17","30.0%","10.0%","60.0%","16.7%","16.7%","34.0%","34.0%","30.0%","","2.0%","","42.9%","66.7%","50.0%","73.3%","100.0%","84.0%","30.0%","8.0%","0","15.4%","7.7%","5.69","88.6","30.7","10.0%","105.4","40.0%","20.0%","10756"
"Ryan Burr","CHW","1","1","0","8","0","9.0","7.00","4.00","3.00",".200","64.1%","50.0%","30.0%","6.00","6.37","7.22","4.54","-0.3","0","8","7","6","3","4","0","0","7","14","10","4",".229","1.33",".200","64.1%","1.40","14.3%","50.0%","35.7%","0.0%","30.0%","53.0%","6.0%","40.9%","","","","22.8%","67.1%","43.6%","77.8%","85.1%","83.1%","47.0%","7.4%","1","17.9%","10.3%","4.36","92.0","3.1","14.3%","114.0","46.4%","25.5%","17536"
"Tanner Tully","CLE","0","0","0","3","0","6.0","3.00","9.00","1.50",".333","79.4%","36.4%","10.0%","6.00","8.54","7.61","7.91","-0.1","0","8","4","4","1","6","0","1","2","8","10","4",".333","2.33",".333","79.4%","0.80","18.2%","36.4%","45.5%","10.0%","10.0%","59.5%","27.6%","","2.6%","10.3%","","25.4%","77.4%","49.1%","75.0%","82.9%","80.7%","45.7%","9.5%","0","6.7%","20.0%","7.70","91.1","20.0","13.6%","112.0","45.5%","19.8%","19518"
"Mike Minor","CIN","4","12","0","19","19","98.0","6.98","3.67","2.20",".312","71.2%","34.3%","16.4%","6.06","4.59","6.18","5.21","-0.4","0","120","72","66","24","40","7","2","76","113","146","70",".294","1.63",".312","71.2%","0.77","21.3%","34.3%","44.4%","15.8%","16.4%","41.5%","24.9%","","10.4%","23.2%","","32.1%","66.8%","45.9%","69.4%","91.0%","82.0%","39.9%","8.3%","0","16.7%","8.8%","4.94","88.2","19.1","8.4%","112.5","34.9%","25.6%","10021"
"Joe Kelly","CHW","1","3","1","43","1","37.0","12.89","5.59","0.49",".382","60.8%","64.4%","10.0%","6.08","3.15","3.06","3.16","0.5","0","36","26","25","2","23","3","4","53","58","20","12",".250","1.59",".382","60.8%","2.90","13.3%","64.4%","22.2%","10.0%","10.0%","39.5%","","","51.9%","8.5%","","32.6%","55.2%","41.0%","52.1%","84.7%","68.4%","37.1%","12.9%","15","31.2%","13.5%","3.18","85.9","-0.7","3.3%","106.1","31.9%","32.7%","9761"
"Trevor Kelley","MIL","1","0","0","18","0","23.2","8.75","3.42","2.66",".273","72.5%","35.6%","21.9%","6.08","4.20","6.41","4.56","-0.5","1","25","17","16","7","9","2","0","23","26","32","15",".260","1.44",".273","72.5%","0.81","20.5%","35.6%","43.8%","9.4%","21.9%","64.1%","25.4%","4.1%","","6.3%","","28.2%","68.8%","43.5%","59.3%","90.8%","78.0%","37.6%","9.6%","2","21.5%","8.4%","3.90","85.0","19.6","12.3%","111.8","23.3%","26.7%","18454"
"Adonis Medina","NYM","1","0","1","14","0","23.2","6.46","2.28","0.76",".346","59.1%","51.9%","8.7%","6.08","5.28","4.04","4.38","0.0","0","30","18","16","2","6","4","0","17","42","23","16",".300","1.52",".346","59.1%","1.83","19.8%","51.9%","28.4%","8.7%","8.7%","47.3%","24.2%","","11.1%","17.4%","","28.8%","69.2%","46.9%","71.2%","88.3%","82.5%","44.7%","8.2%","0","15.5%","5.5%","3.89","90.7","7.0","7.2%","110.2","55.4%","24.9%","19903"
"Jeurys Familia","- - -","2","3","0","48","0","44.1","8.32","4.47","1.42",".386","66.5%","47.8%","16.7%","6.09","4.87","4.94","4.29","-0.3","3","58","34","30","7","22","2","1","41","66","42","30",".322","1.80",".386","66.5%","1.57","21.7%","47.8%","30.4%","4.8%","16.7%","70.5%","14.8%","","","","14.7%","29.9%","62.9%","42.7%","59.7%","86.0%","74.8%","38.9%","10.8%","7","20.1%","10.8%","4.15","90.8","7.5","10.1%","112.4","46.8%","27.9%","5114"
"Justin Dunn","CIN","1","3","0","7","7","31.0","6.10","4.94","3.19",".244","84.7%","29.5%","22.9%","6.10","8.75","8.31","5.99","-0.7","0","32","21","21","11","17","3","0","21","28","48","19",".271","1.58",".244","84.7%","0.58","20.0%","29.5%","50.5%","12.5%","22.9%","49.4%","23.9%","0.6%","21.5%","4.6%","","26.3%","62.9%","40.7%","62.8%","90.3%","79.5%","39.4%","8.3%","0","15.2%","12.3%","5.75","91.4","20.6","16.5%","112.0","44.3%","26.5%","19268"
"Dinelson Lamet","- - -","1","2","0","32","0","32.1","12.53","5.29","1.11",".338","63.3%","34.2%","12.5%","6.12","4.56","4.07","3.93","0.2","2","30","23","22","4","19","4","6","45","27","32","20",".238","1.52",".338","63.3%","0.84","25.3%","34.2%","40.5%","12.5%","12.5%","46.0%","54.0%","","","","","25.4%","69.8%","44.1%","43.0%","72.5%","62.6%","42.0%","16.5%","4","30.2%","12.8%","3.43","90.5","15.6","9.9%","110.7","44.4%","32.4%","17186"
"Anderson Severino","CHW","0","0","0","6","0","7.1","11.05","4.91","0.00",".368","61.5%","63.2%","0.0%","6.14","4.08","3.11","4.12","0.0","0","7","5","5","0","4","2","2","9","12","5","2",".250","1.50",".368","61.5%","2.40","10.5%","63.2%","26.3%","0.0%","0.0%","64.7%","15.8%","","9.0%","10.5%","","26.8%","62.7%","40.6%","50.0%","81.3%","68.5%","38.3%","12.8%","0","26.5%","11.8%","3.40","89.7","-3.9","5.3%","106.5","52.6%","31.6%","20582"
"Robert Dugger","- - -","0","1","0","4","1","16.0","10.69","3.94","1.69",".372","68.8%","28.3%","15.0%","6.19","4.81","4.49","3.90","0.0","0","19","11","11","3","7","0","2","19","13","20","13",".292","1.63",".372","68.8%","0.65","28.3%","28.3%","43.5%","15.0%","15.0%","43.3%","19.4%","","18.7%","18.7%","","34.1%","66.7%","46.8%","55.9%","89.2%","74.4%","39.1%","12.0%","0","26.4%","9.7%","3.62","91.2","24.0","13.0%","113.5","50.0%","28.9%","19191"
"Silvino Bracho","ATL","0","0","0","3","0","4.1","8.31","2.08","4.15",".100","90.9%","41.7%","40.0%","6.23","7.27","8.65","4.36","-0.1","0","3","3","3","2","1","1","0","4","5","5","2",".188","0.92",".100","90.9%","1.00","16.7%","41.7%","41.7%","40.0%","40.0%","41.5%","18.5%","","","40.0%","","24.2%","78.1%","50.8%","62.5%","88.0%","81.8%","49.2%","9.2%","0","22.2%","5.6%","3.43","91.2","14.1","16.7%","108.0","33.3%","26.2%","15051"
"Jesus Cruz","ATL","0","0","0","7","0","8.2","6.23","4.15","3.12",".200","79.5%","46.4%","27.3%","6.23","5.67","7.96","5.34","-0.2","0","8","6","6","3","4","1","0","6","13","11","4",".235","1.38",".200","79.5%","1.18","14.3%","46.4%","39.3%","27.3%","27.3%","58.3%","41.7%","","","","","34.0%","80.7%","50.3%","58.3%","91.3%","76.8%","35.0%","11.7%","0","15.4%","10.3%","4.77","91.0","20.7","10.7%","108.8","39.3%","23.3%","20042"
"Paul Fry","- - -","0","0","0","13","0","13.0","9.69","6.23","0.69",".286","58.3%","62.9%","25.0%","6.23","5.11","4.50","3.95","-0.1","0","11","10","9","1","9","2","2","14","22","4","9",".220","1.54",".286","58.3%","5.50","25.7%","62.9%","11.4%","0.0%","25.0%","50.0%","50.0%","","","","","25.8%","63.0%","41.8%","64.7%","77.8%","73.2%","43.1%","11.2%","1","23.0%","14.8%","3.97","94.6","-1.6","2.8%","113.6","50.0%","30.6%","15832"
"Andrew Vasquez","- - -","0","0","0","10","0","8.2","10.38","4.15","1.04",".238","60.3%","45.5%","16.7%","6.23","4.74","4.73","4.25","0.0","0","6","6","6","1","4","3","1","10","10","6","6",".188","1.15",".238","60.3%","1.67","27.3%","45.5%","27.3%","0.0%","16.7%","28.8%","71.2%","","","","","27.8%","42.9%","33.3%","51.9%","95.8%","72.5%","36.6%","9.2%","0","25.6%","10.3%","3.48","89.4","6.2","4.5%","111.3","40.9%","37.9%","19482"
"Adrian Martinez","OAK","4","6","0","12","12","57.2","8.27","2.97","2.03",".327","67.3%","41.3%","19.7%","6.24","5.38","5.35","4.11","-0.3","0","69","42","40","13","19","3","6","53","76","66","42",".291","1.53",".327","67.3%","1.15","22.8%","41.3%","35.9%","10.6%","19.7%","50.3%","22.1%","","","27.6%","","30.8%","70.5%","47.5%","64.6%","85.0%","77.4%","42.1%","10.7%","0","20.5%","7.3%","4.16","89.1","14.0","10.3%","117.2","37.5%","27.0%","21023"
"Louis Head","- - -","0","0","1","28","0","28.2","8.16","4.71","1.26",".318","69.0%","28.9%","9.5%","6.28","4.65","5.21","5.56","-0.2","0","32","20","20","4","15","5","2","26","26","42","22",".271","1.64",".318","69.0%","0.62","24.4%","28.9%","46.7%","9.5%","9.5%","39.9%","55.5%","","","4.6%","","30.2%","71.0%","46.7%","62.2%","89.8%","79.2%","40.5%","9.7%","1","18.8%","10.9%","4.64","91.0","18.2","5.4%","113.8","41.3%","23.8%","13259"
"Adam Oller","OAK","2","8","0","19","14","74.1","5.57","4.72","2.06",".279","68.5%","31.6%","13.4%","6.30","5.82","6.50","6.06","-1.1","0","82","55","52","17","39","2","4","46","78","127","42",".277","1.63",".279","68.5%","0.61","17.0%","31.6%","51.4%","12.6%","13.4%","43.0%","19.6%","24.9%","","12.4%","","29.4%","77.4%","48.5%","68.1%","88.2%","80.9%","39.7%","9.3%","1","13.6%","11.6%","5.83","90.1","19.1","10.0%","112.2","41.6%","22.0%","20132"
"Patrick Corbin","WSN","6","19","0","31","31","152.2","7.55","2.89","1.59",".365","64.4%","44.2%","15.6%","6.31","6.41","4.84","4.21","0.8","0","210","119","107","27","49","7","2","128","232","173","120",".320","1.70",".365","64.4%","1.34","22.9%","44.2%","33.0%","7.5%","15.6%","62.3%","29.4%","","","8.3%","","33.1%","68.1%","47.2%","69.1%","88.8%","80.5%","40.3%","9.2%","0","18.0%","6.9%","4.33","90.8","11.5","11.0%","112.9","44.6%","25.8%","9323"
"Reiver Sanmartin","CIN","4","4","0","45","4","57.0","7.42","4.58","1.26",".337","62.1%","54.5%","14.8%","6.32","3.89","4.81","4.39","-0.1","0","66","43","40","8","29","0","2","47","97","54","27",".291","1.67",".337","62.1%","1.80","15.2%","54.5%","30.3%","7.4%","14.8%","40.9%","26.7%","","","32.4%","","32.4%","66.2%","45.3%","60.4%","88.5%","76.0%","38.1%","10.9%","7","18.4%","11.3%","4.39","86.0","4.6","7.2%","111.0","35.6%","26.9%","19754"
"Elieser Hernandez","MIA","3","6","0","20","10","62.1","8.66","3.18","2.74",".277","67.8%","27.4%","17.3%","6.35","4.81","6.40","5.05","-0.9","1","67","48","44","19","22","4","1","60","52","110","28",".266","1.43",".277","67.8%","0.47","14.7%","27.4%","57.9%","10.9%","17.3%","50.3%","36.1%","","","13.6%","","27.7%","71.1%","49.3%","63.2%","85.6%","79.3%","49.9%","10.2%","0","21.6%","7.9%","4.43","89.4","24.1","13.0%","112.8","35.9%","26.4%","16933"
"Arodys Vizcaino","KCR","0","0","0","7","0","5.2","4.76","11.12","1.59",".167","72.9%","26.3%","10.0%","6.35","9.24","8.05","8.37","-0.2","0","4","4","4","1","7","0","0","3","5","10","4",".182","1.94",".167","72.9%","0.50","21.1%","26.3%","52.6%","10.0%","10.0%","59.1%","","","39.1%","1.7%","","18.1%","74.4%","39.1%","46.2%","87.5%","75.6%","37.4%","9.6%","2","10.3%","24.1%","8.13","94.3","14.7","10.5%","114.3","63.2%","21.7%","5498"
"Patrick Murphy","WSN","0","0","0","6","0","5.2","6.35","12.71","0.00",".364","62.5%","59.1%","0.0%","6.35","5.60","5.94","7.50","0.0","0","8","6","4","0","8","0","1","4","13","6","3",".308","2.82",".364","62.5%","2.17","13.6%","59.1%","27.3%","16.7%","0.0%","69.0%","","","31.0%","","","25.3%","71.6%","47.2%","68.4%","87.5%","82.1%","47.2%","8.5%","0","11.8%","23.5%","7.20","87.4","4.8","9.1%","110.2","27.3%","20.4%","19712"
"Kaleb Ort","BOS","1","2","1","25","0","28.1","8.58","4.76","1.27",".360","62.5%","30.7%","9.8%","6.35","5.35","4.84","5.15","-0.1","1","35","23","20","4","15","2","1","27","27","41","20",".299","1.76",".360","62.5%","0.66","22.7%","30.7%","46.6%","14.6%","9.8%","59.8%","33.3%","","","6.8%","","30.5%","72.7%","48.1%","66.0%","81.3%","75.6%","41.7%","11.7%","1","20.1%","11.2%","4.49","91.6","20.5","8.9%","113.6","47.8%","28.0%","20061"
"Joel Kuhnel","CIN","2","3","1","53","0","58.0","8.69","2.17","1.24",".343","60.2%","52.2%","15.1%","6.36","3.78","3.96","3.52","0.3","2","67","41","41","8","14","5","1","56","93","53","32",".284","1.40",".343","60.2%","1.75","18.0%","52.2%","29.8%","9.4%","15.1%","54.6%","30.1%","","","15.3%","","35.9%","67.9%","49.6%","65.6%","85.6%","77.3%","42.7%","11.2%","5","22.0%","5.5%","3.19","90.1","7.6","7.2%","109.4","38.9%","27.2%","19995"
"Chase Anderson","CIN","2","4","0","9","7","24.0","8.63","5.63","1.13",".237","55.2%","51.6%","15.8%","6.38","3.75","5.07","4.62","0.1","0","17","18","17","3","15","3","0","23","32","19","11",".200","1.33",".237","55.2%","1.68","17.7%","51.6%","30.6%","10.5%","15.8%","37.5%","7.9%","18.5%","7.7%","28.4%","","33.2%","66.1%","44.2%","76.1%","82.6%","79.4%","33.5%","9.1%","0","22.3%","14.6%","4.77","84.2","9.3","6.5%","110.4","38.7%","23.3%","6895"
"Josh Fleming","TBR","2","5","0","10","3","35.0","7.46","3.09","1.29",".402","51.7%","63.8%","20.8%","6.43","4.37","4.43","3.58","-0.1","0","54","36","25","5","12","1","0","29","81","24","22",".346","1.89",".402","51.7%","3.38","17.3%","63.8%","18.9%","4.2%","20.8%","54.8%","","15.1%","11.0%","19.0%","","37.6%","69.7%","48.6%","67.5%","89.3%","78.3%","34.4%","10.6%","0","17.2%","7.1%","3.41","90.4","-3.7","7.9%","114.0","43.3%","27.3%","20418"
"Shelby Miller","SFG","0","1","0","4","0","7.0","18.00","3.86","0.00",".462","44.4%","15.4%","0.0%","6.43","1.90","0.40","1.67","0.4","0","6","5","5","0","3","0","0","14","2","6","5",".222","1.29",".462","44.4%","0.33","38.5%","15.4%","46.2%","0.0%","0.0%","44.9%","55.1%","","","","","26.6%","52.4%","39.4%","70.6%","81.8%","78.0%","49.6%","8.7%","1","46.7%","10.0%","1.61","90.3","23.5","0.0%","108.1","30.8%","36.2%","10197"
"Josh Sborz","TEX","1","0","0","19","1","22.1","12.90","4.43","1.61",".396","65.8%","29.8%","17.4%","6.45","4.97","4.05","3.25","0.1","0","25","16","16","4","11","0","2","32","17","23","17",".281","1.61",".396","65.8%","0.74","29.8%","29.8%","40.4%","17.4%","17.4%","51.8%","24.6%","","23.6%","","","30.7%","67.8%","43.9%","51.8%","79.2%","66.8%","35.6%","14.6%","1","32.0%","11.0%","3.05","92.1","18.8","10.5%","108.9","47.4%","31.3%","18323"
"Josh Staumont","KCR","3","3","3","42","0","37.2","10.27","6.93","0.72",".340","62.1%","30.4%","6.7%","6.45","4.97","4.25","4.99","0.1","3","37","28","27","3","29","1","5","43","31","45","26",".253","1.75",".340","62.1%","0.69","25.5%","30.4%","44.1%","8.9%","6.7%","65.1%","","","34.9%","","","27.8%","67.1%","42.7%","61.1%","84.4%","75.0%","37.9%","10.7%","5","24.4%","16.5%","4.67","90.2","18.6","5.8%","107.8","43.7%","25.9%","18335"
"Janson Junk","LAA","1","1","0","3","2","8.1","11.88","3.24","1.08",".409","60.3%","60.9%","20.0%","6.48","3.24","3.11","2.44","0.2","0","10","6","6","1","3","0","0","11","14","5","4",".294","1.56",".409","60.3%","2.80","17.4%","60.9%","21.7%","0.0%","20.0%","43.4%","45.3%","","8.2%","3.1%","","29.9%","65.3%","45.9%","76.9%","89.4%","84.9%","45.3%","6.9%","0","29.7%","8.1%","2.81","88.5","-0.1","4.3%","106.1","34.8%","25.2%","23301"
"Chasen Shreve","NYM","1","1","0","25","0","26.1","9.91","3.42","2.05",".304","62.9%","40.0%","20.7%","6.49","4.91","5.01","3.68","-0.3","1","27","19","19","6","10","0","2","29","30","29","16",".260","1.41",".304","62.9%","1.03","21.3%","40.0%","38.7%","3.4%","20.7%","44.5%","18.4%","","","","37.1%","32.4%","69.6%","45.6%","55.6%","89.7%","74.1%","35.4%","11.8%","4","25.4%","8.8%","3.42","89.5","14.9","12.0%","114.0","40.0%","28.7%","10855"
"Art Warren","CIN","2","3","3","39","0","36.0","10.00","5.50","1.50",".326","60.8%","37.6%","14.6%","6.50","4.81","5.06","4.58","-0.3","3","37","29","26","6","22","2","0","40","38","41","22",".262","1.64",".326","60.8%","0.93","21.8%","37.6%","40.6%","4.9%","14.6%","41.7%","58.3%","","","","","27.5%","68.0%","44.1%","53.8%","83.6%","72.7%","41.1%","12.1%","4","24.2%","13.3%","4.17","90.3","17.3","11.9%","111.7","40.6%","29.3%","18251"
"Collin Snider","KCR","4","2","0","42","0","34.1","5.77","3.93","0.79",".339","60.6%","51.4%","11.1%","6.55","6.01","4.45","4.48","-0.1","2","40","25","25","3","15","2","0","22","57","27","27",".299","1.60",".339","60.6%","2.11","24.3%","51.4%","24.3%","3.7%","11.1%","48.7%","49.4%","","","1.9%","","31.7%","61.7%","43.4%","67.3%","90.0%","79.8%","38.9%","8.7%","7","14.6%","9.9%","4.49","89.6","6.9","7.1%","113.0","43.8%","24.9%","23307"
"Luke Weaver","- - -","1","1","0","26","1","35.2","9.59","3.28","0.25",".429","58.6%","40.0%","2.8%","6.56","5.45","2.69","3.82","0.5","0","52","29","26","1","13","3","2","38","48","36","36",".329","1.82",".429","58.6%","1.33","30.0%","40.0%","30.0%","11.1%","2.8%","60.2%","","4.4%","9.3%","26.1%","","36.0%","76.6%","52.8%","67.8%","87.8%","79.8%","41.5%","10.7%","0","21.8%","7.5%","3.64","91.5","11.2","10.8%","112.5","45.0%","22.7%","16918"
"Chase Silseth","LAA","1","3","0","7","7","28.2","7.53","3.77","2.20",".306","69.1%","46.2%","25.0%","6.59","6.61","5.97","4.24","-0.2","0","33","21","21","7","12","1","2","24","42","28","21",".284","1.57",".306","69.1%","1.50","23.1%","46.2%","30.8%","3.6%","25.0%","46.3%","21.2%","","5.2%","","27.3%","32.8%","61.0%","44.3%","58.8%","88.8%","75.7%","40.9%","10.8%","0","18.6%","9.3%","4.50","90.9","7.5","10.9%","113.5","51.1%","28.3%","30074"
"Aaron Sanchez","- - -","3","4","0","15","10","60.0","6.15","2.25","1.20",".357","59.9%","52.8%","13.8%","6.60","4.53","4.48","4.18","0.2","0","78","46","44","8","15","5","2","41","105","58","36",".318","1.55",".357","59.9%","1.81","18.1%","52.8%","29.1%","1.7%","13.8%","61.6%","","","28.4%","9.9%","","33.3%","65.6%","46.9%","75.8%","88.8%","83.5%","42.1%","7.8%","0","15.5%","5.7%","4.16","92.4","8.0","5.9%","113.2","48.0%","25.2%","11490"
"T.J. McFarland","STL","0","0","0","28","0","32.2","4.41","3.03","1.38",".333","60.4%","53.0%","16.7%","6.61","6.13","5.32","4.69","-0.3","0","42","26","24","5","11","2","2","16","61","30","24",".318","1.62",".333","60.4%","2.03","20.9%","53.0%","26.1%","3.3%","16.7%","62.8%","15.2%","","","22.0%","","31.6%","69.9%","46.2%","75.8%","93.1%","85.8%","38.2%","6.6%","1","11.0%","7.6%","4.56","92.5","4.1","7.8%","111.6","51.7%","22.0%","3237"
"Anthony DeSclafani","SFG","0","2","0","5","5","19.0","8.05","1.89","1.89",".441","53.9%","43.7%","15.4%","6.63","5.49","4.85","4.14","0.0","0","34","21","14","4","4","1","0","17","31","26","14",".382","2.00",".441","53.9%","1.19","19.7%","43.7%","36.6%","3.8%","15.4%","42.6%","38.6%","","13.1%","5.8%","","33.0%","66.7%","46.5%","66.2%","89.8%","79.7%","40.1%","9.4%","0","18.1%","4.3%","4.08","91.6","14.0","6.9%","110.8","45.8%","27.1%","13050"
"Drew VerHagen","STL","3","1","0","19","0","21.2","7.48","5.82","2.08",".324","68.6%","33.8%","17.2%","6.65","6.29","6.53","5.51","-0.6","1","27","18","16","5","14","1","0","18","24","29","18",".297","1.89",".324","68.6%","0.83","25.4%","33.8%","40.8%","13.8%","17.2%","46.5%","22.2%","2.6%","13.1%","15.5%","","32.2%","68.4%","45.3%","60.5%","85.6%","74.2%","36.3%","11.7%","2","17.0%","13.2%","5.09","88.3","18.1","9.6%","109.1","34.2%","26.3%","13424"
"Tucker Davidson","- - -","2","7","0","12","11","52.0","5.71","6.06","1.21",".285","64.5%","44.1%","11.1%","6.75","4.84","5.79","5.83","-0.3","0","54","39","39","7","35","3","1","33","75","63","32",".263","1.71",".285","64.5%","1.19","18.8%","44.1%","37.1%","4.8%","11.1%","43.0%","44.1%","","8.4%","4.5%","","28.5%","67.3%","44.7%","58.3%","90.7%","78.7%","41.9%","9.5%","0","13.6%","14.4%","5.95","89.6","10.8","5.2%","114.4","39.5%","24.6%","19871"
"Tayler Scott","SDP","0","1","0","8","0","12.0","9.75","4.50","0.75",".462","63.6%","45.0%","8.3%","6.75","4.87","3.53","3.93","0.1","0","19","10","9","1","6","0","0","13","18","12","10",".358","2.08",".462","63.6%","1.50","25.0%","45.0%","30.0%","8.3%","8.3%","42.0%","56.5%","","","1.6%","","29.7%","57.7%","40.4%","53.2%","85.7%","70.9%","38.0%","11.8%","0","22.0%","10.2%","3.87","88.8","11.8","5.0%","111.9","40.0%","32.2%","13652"
